,text_a,text_b,labels
395,(AAO) When should I declare major/minor?,"(HKDSE) For JUPAS admission scheme, the University will only consider the HKDSE result of an applicant. Other public examination results will only serve as reference unless exceptional circumstances.",0
396,(AAO) When should I declare major/minor?,"(AAO) The Library has an “Exambase” (http://find.lib.hku.hk/record=HKU_IZ61512022570003414) which provides full text of some HKU past examination papers to facilitate your revision. For those subjects with “restricted access”, students need to contact the lecturer direct.",0
397,(AAO) Are there any academic requirements for declaring a specific major/minor?,"(AAO) For most curriculums, University Regulation UG5 refers to the following University Graduation Requirements:",0
398,(AAO) Are there any academic requirements for declaring a specific major/minor?,(International) You may refer to our Fees and Scholarships page for the latest information. ,0
399,(AAO) Is it possible to double major or double minor?,"(BSc 6901) Yes, in addition to the primary science Major for the BSc degree, you may take a second Major or a Minor in both Science and non-Science (arts, business, social sciences, engineering, etc) disciplines.  About 1/4 of BSc students take one Major and one Minor, and another 1/4 take two Majors.",0
400,(AAO) Is it possible to double major or double minor?,"(AAO) Only the name of the host institution, course title(s) and the credits approved to be transferred, and each course fulfilment (for major/ minor/ free elective) will be shown on the academic transcript. The grades you earned overseas will not be included in the calculation of your GPA and honours classification.",0
401,(AAO) How many majors/ minors I can take to the maximum?,"(BASc) At HKU, applicants will be competing with all other students within the University/Faculty based on their GPA and interview performance etc., the programme you study generally does not affect this consideration unless the host institution has an explicit preference (say, business school preferring business major students). However, you can also make yourself eligible for these experiences through picking an appropriate second major. So, there is no disadvantage when compared to other traditional programme. In fact, you will benefit from our small class size as we can give you more advice on exchange opportunities.",0
402,(AAO) How many majors/ minors I can take to the maximum?,"(AAO) Under normal circumstances, FAA cannot be changed once assigned. However, if you have some very special reasons or concerns, please liaise with your home Faculty Office on this.",0
403,(AAO) Can I change my major/ minor later? How many times can I change it?,"(AAO) According to UG 7 (b) of the Regulations for First Degree Curricula, if you are unable, because of illness, to be present at the written exam of any course, you may apply for permission to sit for a supplementary exam of the same course to be held before the beginning of the First Semester of the following academic year. You have to make your application to the Examinations Office of the University by submitting a completed Form of Medical Certificate and the original of a sick leave certificate issued by a doctor to the Examination Office within 7 calendar days of the exam you were unable to attend. For detailed arrangement, please consult your Faculty Office.",0
404,(AAO) Can I change my major/ minor later? How many times can I change it?,"(AAO) Yes. If you wish to transfer credits, you must apply for credit transfer in advance according to your Faculty’s regulations and requirement. However, the actual transfer of exchange credits happens when you return to HKU. Your Faculty is the final authority to decide on how your courses taken at the host institution will be credited towards your HKU degree.",0
405,(AAO) How will my study plan be affected if I switch my majors/ minors?,"(AAO) The University recommends you to take 24-30 credits in one semester (except the summer semester). If you are planning to take less than 4 courses (under 24 credits) in a semester, please apply to your Faculty for under-loading. Justifications might be required.",0
406,(AAO) How will my study plan be affected if I switch my majors/ minors?,"(BASc) There is no particular subject requirement other than those set by the university. However, HKDSE applicants should achieve level 5 or above in English. That said, we do give preference to those placing this programme as their first choice (non-JUPAS applicants) or in Band A (JUPAS applicants).",0
407,"(AAO) Can I take a first-year prerequisite course for a major/minor, in my second/third year of study?","(AAO) You can check who your FAA is via the web link of https://ugaa.hku.hk/viewugadvisers.php. For enquiries and support, please call us at 39170128.",0
408,"(AAO) Can I take a first-year prerequisite course for a major/minor, in my second/third year of study?","(AAO) Advanced standings are the credits granted to eligible non-JUPAS entrants in recognition of their studies completed successfully elsewhere before admission to HKU (e.g. IB, GCE A-level, community college, overseas university). You are not required to make up these “advanced credits” during your course of study at HKU so this might enable you to shorten your overall study period. However, no further advanced standing will be granted after admission to the programme or the  deadline stipulated by the Faculty. For enquiry and application, please contact your Faculty Office.",0
409,"(AAO) If I have declared a second major or a minor, but I cannot go on to complete them. What are the consequences?","(BASc) For our BASc programme, there are broadly 3 exchange programmes available to each student. Besides the popular HKU Worldwide Undergraduate Student Exchange Programme (HKUWW) and the more prestigious HKUWW Plus that includes University of Oxford, University of Cambridge, Yale University, amongst others, students in the BASc programme can also participate in different exchange programmes organised by the Faculty of Social Sciences. This innovative arrangement allows you to study overseas for various lengths of time in different top-tier universities! HKU also offers financial subsidies to students who need some extra support whilst they are on their exchange. In the BASc programme, we encourage our students to become global citizens who are exposed to ideas and solutions from across the world, not just here in Hong Kong.",0
410,"(AAO) If I have declared a second major or a minor, but I cannot go on to complete them. What are the consequences?","(HKDSE) For JUPAS admission scheme, the University will only consider the HKDSE result of an applicant. Other public examination results will only serve as reference unless exceptional circumstances.",0
411,(AAO) Would all the credits that I took for a particular major be ‘totally wasted’ if I switch to a new one? Do I need to start from scratch again?,"(BASc) For our BASc programme, there are broadly 3 exchange programmes available to each student. Besides the popular HKU Worldwide Undergraduate Student Exchange Programme (HKUWW) and the more prestigious HKUWW Plus that includes University of Oxford, University of Cambridge, Yale University, amongst others, students in the BASc programme can also participate in different exchange programmes organised by the Faculty of Social Sciences. This innovative arrangement allows you to study overseas for various lengths of time in different top-tier universities! HKU also offers financial subsidies to students who need some extra support whilst they are on their exchange. In the BASc programme, we encourage our students to become global citizens who are exposed to ideas and solutions from across the world, not just here in Hong Kong.",0
412,(AAO) Would all the credits that I took for a particular major be ‘totally wasted’ if I switch to a new one? Do I need to start from scratch again?,"(Hong Kong Sub-degrees (for senior year entry)) There is a fixed quota for senior-year admission of sub-degree applicants. For number of senior places, please refer to our Programme Information here: https://admissions.hku.hk/apply/hong-kong-sub-degrees#program-information",0
413,(AAO) Different majors/minors may have overlapping courses for their respective programmes. Can I use the same course taken to fulfill the requirements of more than one major or minor? What should I do if I can’t?,"(AAO) You can visit the “Course Information” section in SIS for learning more about your interested courses, such as assessment methods and other important information. The navigation is: HKU Portal -> My Page -> SIS Menu -> Enrollment -> Course Information",0
414,(AAO) Different majors/minors may have overlapping courses for their respective programmes. Can I use the same course taken to fulfill the requirements of more than one major or minor? What should I do if I can’t?,"(AAO) For most non-professional programmes, the earliest students can declare major is before the start of their second year. By the start of the third year of studies, students are required to declare their majors/minors. Before deciding on your major, you have to think about your academic interests and career aspirations. It is also very important for you to consider which prerequisite courses to take in your first year in order to declare the major(s)/minor(s) you like.",0
415,(AAO) How do I know if I have fulfilled all the requirements of a major/minor?,"(AAO) Yes. If you wish to transfer credits, you must apply for credit transfer in advance according to your Faculty’s regulations and requirement. However, the actual transfer of exchange credits happens when you return to HKU. Your Faculty is the final authority to decide on how your courses taken at the host institution will be credited towards your HKU degree.",0
416,(AAO) How do I know if I have fulfilled all the requirements of a major/minor?,"(BSc 6901) For 6901 BSc Programme, the best results in years 2021 and 2022 will be considered, with no penalty.",0
417,(AAO) Will my degree certificate show my major(s)/minor(s)?,(AAO) It depends on whether there is any student who drops the class. Class will be opened again when there are students dropping the class.,0
418,(AAO) Will my degree certificate show my major(s)/minor(s)?,"(HKDSE) In addition to the HKDSE results, students with outstanding achievements in other areas will also be considered.  Students under any of the following schemes may be invited to join our centrally coordinated interview in June, 2022. Interview Performance; Bonus point for 5*/5** in HKDSE; Aptitude Exercise (for BA(AS)); Personal statement (for Education programmes); OLE / SLP",0
419,"(AAO) Can I extend my period of study to fulfill the requirement of an additional major/minor, even if I have already taken the required 240 credits?","(HKDSE) Admission interview is not compulsory for some of the programmes offered by HKU. Moreover, if you are applying for programmes with interview being arranged, you will be contacted on the interview arrangements through email or phone once shortlisted.",0
420,"(AAO) Can I extend my period of study to fulfill the requirement of an additional major/minor, even if I have already taken the required 240 credits?","(AAO) If you have any study problems, you can always seek help from your Faculty Academic Advisers or from us, the advisers at the Academic Advising Office. You can make an appointment with us here.",0
421,(AAO) Should I select courses for the first semester or both semesters in August each year?,"(AAO) For support on English, please contact the Centre for Applied English Studies (CAES) at https://caescss.hku.hk/; For support on Chinese, please go to the School of Chinese at http://web.chinese.hku.hk/main/chinese-language-enhancement-program/",0
422,(AAO) Should I select courses for the first semester or both semesters in August each year?,"(BSc 6901) 96 credits for 16 courses on Major including 2 Science Foundation Courses and capstone requirement (40%);; 18 credits for 2 English courses and 1 Chinese course for university language requirement (7.5%);; 36 credits for 6 Common Core courses in 4 Areas of Inquiry (15%);; 90 credits for 15 courses available for electives, or courses leading to a Minor or a second Major (37.5%); 144 - 150 credits (24 - 25 courses) on Intensive Major including 2 Science Foundation Courses and capstone requirement;; 18 credits for 2 English courses and 1 Chinese course for university language requirement;; 36 credits for 6 Common Core courses in 4 Areas of Inquiry;; 36 - 42 credits (6 - 7 courses) available for electives, or courses leading to a Minor.",0
423,(AAO) Who will consider my course enrolment and when will I know if my course selection is approved/disapproved?,(BSc 6901) Biochemistry; Biological Sciences; Chemistry; Decision Analytics; Earth System Science; Ecology & Biodiversity; Environmental Science; Food & Nutritional Science; Geology; Mathematics; Molecular Biology & Biotechnology; Physics; Risk Management; Statistics,0
424,(AAO) Who will consider my course enrolment and when will I know if my course selection is approved/disapproved?,"(AAO) You can find the information of the student advisers in your Faculty website, or in SIS under “Find Your Adviser” on the right hand-side if a student adviser has been assigned to you. See here for more information. You can also contact your Faculty Office for further support on peer advising, especially for those Faculties which do not have student advisers yet.",0
425,"(AAO) When the course selection status reads “pending”, what does it mean? When will I know the results?",(AAO) Please visit the website of the Scholarships Office at https://www.scholarships.hku.hk/ for more information. They have also developed a comprehensive FAQ at https://www.scholarships.hku.hk/news/detail/164 for students’ reference.,0
426,"(AAO) When the course selection status reads “pending”, what does it mean? When will I know the results?",(AAO) It depends on the course approval nature which will be shown when students are adding a class. Students will also receive emails generated by the System notifying the status of their course enrollment. Students can also check their enrollment status under their SIS menu -> Enrollment -> Enrollment Status.,0
427,(AAO) Where can I check the approval status of the courses I have selected?,"(AAO) Please note that almost all courses are very strict on the fulfillment of relevant prerequisite requirements, if any. Please check with the Faculty/course-offering department concerned if you need help on this. Wavier is almost impossible unless you have a very strong justification for that.",0
428,(AAO) Where can I check the approval status of the courses I have selected?,"(BSc 6901) Yes, we encourage undergraduate students to engage in research early. Research projects, Summer Research Fellowships, Overseas Research Fellowships and Undergraduate Research Fellowship Programme are available for students.",0
429,(AAO) I cannot enroll on a course successfully because of an error “Class has been closed”. Will the class be opened again?,(AAO) The steps are similar to those for declaring major/ minor. Please refer to “Student’s Quick Reference Guide on Major / Minor Declaration” in the SIS website for Students.,0
430,(AAO) I cannot enroll on a course successfully because of an error “Class has been closed”. Will the class be opened again?,"(BSc 6901) Enrolment in our flagship Summer Research Fellowship (SRF) Scheme to conduct research under the supervision of our professors in the first summer; A further SRF or Overseas Research Fellowship (ORF) in a foreign institution in subsequent years; International exchange study, visiting or summer study at world class universities overseas; Attendance in international scientific conference on frontier research Guidance from a research mentor individually from the start of the undergraduate study; Enrolment in our Frontiers of Science Honours Seminar to learn how our award-winning professors solve their research problems; An entrance scholarship ranging from HKD 20,000 to HKD 70,000; Stipends for all the aforesaid research activities",0
431,"(AAO) I have enrolled on a course, but it has been dropped by the System automatically. What happened? What should I do?","(AAO) If you have any study problems, you can always seek help from your Faculty Academic Advisers or from us, the advisers at the Academic Advising Office. You can make an appointment with us here.",0
432,"(AAO) I have enrolled on a course, but it has been dropped by the System automatically. What happened? What should I do?","(AAO) A major usually requires 72-96 credits. If you switch major, it is very likely that you have to start with the introductory courses in the “new” major again. Therefore, you should consider carefully whether you can finish your degree on time if you switch. Usually, the credits that you have already earned can be counted as electives. In all cases, please double check with your Faculty Office.",0
433,(AAO) I dropped my course by mistake. What should I do …?,(AAO) You can contact the Careers and Placement Section of CEDARS for support and assistance at https://www.cedars.hku.hk/careers/home,0
434,(AAO) I dropped my course by mistake. What should I do …?,"(BSc 6901) HKU Science is the first university to implement this common admission since 2007;; All the 14 Science Majors and 7 Intensive Majors offered by the Faculty of Science are under this common admissions policy;; There is no quota for any of the 14 Science Majors and 7 Intensive Majors.  Students have complete freedom in choosing any Science Major;; Second Major and Minor are available in both Science and non-Science disciplines.  About 1/4 students take one Major and one Minor, and another 1/4 take two Majors in the BSc degree curriculum each year.",0
435,(AAO) Can I change my course selection in SIS after the add/drop period?,"(AAO) TAA is a teacher from Faculty, usually the Programme Director or co-ordinator of a particular programme, to help you explore major/minor options and answer enquiries for a particular discipline. You can go to “Self Services” in SIS, and then click “Request Temporary Adviser” to request for one. Your advising relationship with TAA lasts for 90 days. TAAs are available for all major/minor programmes that are open to non-home Faculty students.",0
436,(AAO) Can I change my course selection in SIS after the add/drop period?,(AAO) You might try to look at the FAQ compiled by the Academic Support and Examinations Section of the Registry on university fee at http://www.ase.hku.hk/fees/faq.html. Maybe you can find your answers there.,0
437,(AAO) How should I declare major/minor in SIS?,(AAO) You can find detailed information on “University Fee” at the website of the Academic Support and Examinations Section of Registry at http://www.ase.hku.hk/fees/ for details.,0
438,(AAO) How should I declare major/minor in SIS?,"(BSc 6901) For those who intend to develop a career in a specialised area or further their study (MPhil/PhD), we would recommend them to specialise early on one subject and takes more than the minimum number of core courses required for the specialised subject.",0
439,(AAO) How can I change my major/minor in SIS?,(AAO) Please see advice from the Careers and Placement Section of CEDARS below: ,0
440,(AAO) How can I change my major/minor in SIS?,(AAO) It depends on the course approval nature and especially when the student is not approved or has violated the regulations/requirements. The System may drop the class for the student and notify them via email so that they can enroll on other courses/classes as soon as possible.,0
441,"(AAO) After I declare a particular major/minor, will I be given priority to enroll on their required courses (such as the pre-requisite / introductory courses)?",(BSc 6901) 85 places for 2022.,0
442,"(AAO) After I declare a particular major/minor, will I be given priority to enroll on their required courses (such as the pre-requisite / introductory courses)?",(AAO) It depends. Some programmes do have a ceiling on the total number of credits of introductory courses that a student can take. You might need to “make up” the excess credits of introductory courses by taking the same number of credits of advanced courses. Please be reminded that level 2 courses are not necessarily advanced level courses. It is very important for you to check with your home Faculty on this if in doubt.,0
443,"(AAO) If I cannot complete the requirements of my declared second major/minor at the end, will SIS automatically count those courses as my free electives?","(Hong Kong Sub-degrees (for senior year entry)) There is a fixed quota for senior-year admission of sub-degree applicants. For number of senior places, please refer to our Programme Information here: https://admissions.hku.hk/apply/hong-kong-sub-degrees#program-information",0
444,"(AAO) If I cannot complete the requirements of my declared second major/minor at the end, will SIS automatically count those courses as my free electives?","(HKDSE) We welcome eligible NCS applicants (both school and non-school) to submit Alternative Qualifications in Chinese Language (ACL), i.e. GCSE / GCE etc. for consideration in lieu of the general Chinese language requirement. If NCS applicants submit more than one ACL and / or have HKDSE Chinese Language result during selection, the best result will be considered. Further information on submissions and verification of ACL is available at the JUPAS website.",0
445,"(AAO) If I have fulfilled the requirements (i.e., successfully completed all required courses) of a particular major/minor, but have not declared it at SIS, will SIS automatically “declare” it for me?",(AAO) Only Putonghua-speaking students and students who have not studied Chinese language during their secondary education or who have not attained the requisite level of competence in the Chinese language may be exempted from the Chinese requirement. They might be asked to take credit bearing Cantonese or Putonghua language courses offered by the School of Chinese especially for international and exchange students; or to take an elective course in lieu. Please check with Faculty Office or School of Chinese for further details.,0
446,"(AAO) If I have fulfilled the requirements (i.e., successfully completed all required courses) of a particular major/minor, but have not declared it at SIS, will SIS automatically “declare” it for me?","(AAO) A major usually requires 72-96 credits. If you switch major, it is very likely that you have to start with the introductory courses in the “new” major again. Therefore, you should consider carefully whether you can finish your degree on time if you switch. Usually, the credits that you have already earned can be counted as electives. In all cases, please double check with your Faculty Office.",0
447,"(AAO) Is there a limit on the number of major/minor that I can declare in SIS? For example, can I declare 3 minors?","(HKDSE) Normally, Band A applicants will be primarily considered for interview invitation. However, the selection criteria for interview vary from different programmes. You are advised to visit the faculty websites for more details.",0
448,"(AAO) Is there a limit on the number of major/minor that I can declare in SIS? For example, can I declare 3 minors?","(International) The University will consider your academic and non-academic achievement during the evaluation process of your application. You can apply to the University based on your performance in an international examination (IB Diploma, GCE A Level, SAT / ACT / AP, etc) or a national examination (Indian Board Examinations, ATAR, Canadian provincial examinations, etc). Please note that some programmes may have specific requirements. You are encouraged to review them for your programme choice(s). You will also need to provide proof of proficiency in English and a second language. Please refer to our Admissions Standards page.",0
449,(AAO) When are exams held?,"(Bachelor's Degree) If you would like to transfer to the University, you shall apply through our “International / Non JUPAS Admissions Scheme” for Year 1 entry.  You should clearly state on the application any courses you have completed for your current bachelor’s degree and indicate that you wish to apply for transfer of credits. After you are admitted, the Faculty will review the courses you have taken at your current institution/university and will consider your request for entry to senior years on a case-by-case basis. Please note that successful completion of one year study on a full-time bachelor’s degree programme at a recognized university with a cGPA of at least 70% of the highest GPA of the institution, or at 3.0, whichever is higher (or its equivalent where a GPA system is not in use) can be used to satisfy the General Academic Requirement. However, you are also required to fulfill the Programme specific requirement (if applicable), English language requirement, Second language requirement. Please find the details on our Admissions Standards page.",0
450,(AAO) When are exams held?,"(AAO) No. All courses carry equal weighting, regardless of the year in which they are offered and whether they are in the students’ major(s) in the calculation of honours classification.",0
451,(AAO) I was sick on the exam date. What should I do now?,"(AAO) For most curriculums, University Regulation UG5 refers to the following University Graduation Requirements:",0
452,(AAO) I was sick on the exam date. What should I do now?,"(AAO) Under normal circumstances, no. Since a second major and/or minors are only optional parts of your studies and not graduation requirements, you will not be permitted to extend the period of study to fulfill such requirements if you have already completed the graduation requirements.",0
453,(AAO) When are exam results announced?,"(AAO) Theoretically yes. However, for some programmes, such as BSocSc, students are not allowed to take introductory courses in their final year. Please check with your home Faculty if in doubt.",0
454,(AAO) When are exam results announced?,"(AAO) During semester 1, students should enroll on courses offered in both semester 1 and 2. However, students are advised to enroll on courses offered in semester 1 first, and then semester 2; During semester 2, students should enroll on courses offered in both semester 2 and summer semester. However, students are advised to enroll on courses offered in semester 2 first, then summer semester. In general, final year students cannot enroll on summer courses in the summer semester.",0
455,(AAO) What should I do if I know I will not be able to take a written exam on the scheduled date?,"(AAO) If you achieved level 5 or above in HKDSE English, or if you are a non-JUPAS student and have the equivalent qualification, you can choose whether or not to take CAES1000. If you wish to take it, just enroll for it in SIS, no prior application is needed; if you do not wish to take it, a free elective course in lieu is needed. SIS Office will, by around August 30, automatically assign a CAES1000 class to those who need to take it but have not enrolled for it yet and those who have attempted to enroll for it but have not been successful yet.",0
456,(AAO) What should I do if I know I will not be able to take a written exam on the scheduled date?,"(BSc 6901) have a second chance to enrol in YSS at a later stage; be able to compete for SRF, ORF and/or international exchange during their study",0
457,(AAO) What should I do if I fail a course?,"(HKDSE) A: More than 99% of the students newly admitted in the academic year 2021/2022 indicated HKU programmes as Band A choices. If students put HKU programmes as Band A choices, they may have a better chance to be selected for interview or consultation.",0
458,(AAO) What should I do if I fail a course?,"(AAO) If you achieved level 5 or above in HKDSE English, or if you are a non-JUPAS student and have the equivalent qualification, you can choose whether or not to take CAES1000. If you wish to take it, just enroll for it in SIS, no prior application is needed; if you do not wish to take it, a free elective course in lieu is needed. SIS Office will, by around August 30, automatically assign a CAES1000 class to those who need to take it but have not enrolled for it yet and those who have attempted to enroll for it but have not been successful yet.",0
459,(AAO) Can I appeal for my exam results?,(BSc 6901) No.,0
460,(AAO) Can I appeal for my exam results?,"(International) Chinese is not a must for the admissions. However, some programmes may require knowledge of Cantonese or Chinese language. Please visit our Admissions Standards page for details.",0
461,(AAO) Will my academic results be revealed to my parents without notifying me?,"(AAO) Under normal circumstances, no. Since a second major and/or minors are only optional parts of your studies and not graduation requirements, you will not be permitted to extend the period of study to fulfill such requirements if you have already completed the graduation requirements.",0
462,(AAO) Will my academic results be revealed to my parents without notifying me?,"(AAO) During semester 1, students should enroll on courses offered in both semester 1 and 2. However, students are advised to enroll on courses offered in semester 1 first, and then semester 2; During semester 2, students should enroll on courses offered in both semester 2 and summer semester. However, students are advised to enroll on courses offered in semester 2 first, then summer semester. In general, final year students cannot enroll on summer courses in the summer semester.",0
463,(AAO) Where can I find the past exam papers?,"(HKDSE) For JUPAS admission scheme, the University will only consider the HKDSE result of an applicant. Other public examination results will only serve as reference unless exceptional circumstances.",0
464,(AAO) Where can I find the past exam papers?,(AAO) You can contact the Careers and Placement Section of CEDARS for support and assistance at https://www.cedars.hku.hk/careers/home,0
465,(AAO) Could I retake a course if the grade of my first attempt is not good?,"(AAO) There are no rigid regulations in this regard. However, please make sure that you have enough number of credits to take the courses of these major/ minor programmes and that all relevant requirements could be fulfilled by your graduation. On the other hand, please take into account the workload involved and consider whether you could handle them. Most importantly, please always refer to the regulations/ syllabus/ curriculum of your programme when you plan for your majors/ minors.",0
466,(AAO) Could I retake a course if the grade of my first attempt is not good?,"(AAO) There are different course approval natures which vary from course to course. Some of the courses adopt first-come-first-served, some of them adopt random balloting by system and some of them adopt manual balloting. So it is very much depended on the course approval nature defined for each individual course. Some of the courses have set up pre-requisite requirements which has nothing to do with priority. Once pre-requisite is set up in a course, it checks to see if students have met the pre-requisite requirements before allowing them to enroll to that course. If you have not met the pre-requisite requirements of the course(s), you could not enroll into them and an error message will pop up to inform you that course enrolment is unsuccessful due to unfulfillment of the pre-requisite requirements.",0
467,(AAO) How are failed credits counted in my academic record?,"(AAO) Yes. If you wish to transfer credits, you must apply for credit transfer in advance according to your Faculty’s regulations and requirement. However, the actual transfer of exchange credits happens when you return to HKU. Your Faculty is the final authority to decide on how your courses taken at the host institution will be credited towards your HKU degree.",0
468,(AAO) How are failed credits counted in my academic record?,"(BSc 6901) No, if you can still meet the curriculum requirements within the years of studies. If not, you may have to spend an extra semester or a year, or even longer.",0
469,(AAO) Will there be different weighting of courses taken in the calculation of my honours classification?,(BSc 6901) 85 places for 2022.,0
470,(AAO) Will there be different weighting of courses taken in the calculation of my honours classification?,(HKDSE (Non-local)) You may wish to go through the Important Dates when applying to the University. Applications submitted after the first round application deadline will be considered on a rolling basis subject to programme availability.,0
471,(AAO) How will my honours classification be determined upon my graduation?,"(AAO) Yes, provided that you have fulfilled the relevant pre-requisite requirement(s).",0
472,(AAO) How will my honours classification be determined upon my graduation?,"(AAO) Please note that almost all courses are very strict on the fulfillment of relevant prerequisite requirements, if any. Please check with the Faculty/course-offering department concerned if you need help on this. Wavier is almost impossible unless you have a very strong justification for that.",0
473,(AAO) Will the selection of the Pass/ Fail grading for courses affect my honours classification?,"(BASc) For our BASc programme, there are broadly 3 exchange programmes available to each student. Besides the popular HKU Worldwide Undergraduate Student Exchange Programme (HKUWW) and the more prestigious HKUWW Plus that includes University of Oxford, University of Cambridge, Yale University, amongst others, students in the BASc programme can also participate in different exchange programmes organised by the Faculty of Social Sciences. This innovative arrangement allows you to study overseas for various lengths of time in different top-tier universities! HKU also offers financial subsidies to students who need some extra support whilst they are on their exchange. In the BASc programme, we encourage our students to become global citizens who are exposed to ideas and solutions from across the world, not just here in Hong Kong.",0
474,(AAO) Will the selection of the Pass/ Fail grading for courses affect my honours classification?,"(Hong Kong Sub-degrees (for senior year entry)) There is a fixed quota for senior-year admission of sub-degree applicants. For number of senior places, please refer to our Programme Information here: https://admissions.hku.hk/apply/hong-kong-sub-degrees#program-information",0
475,"(AAO) What are the differences between SGPA, YGPA, CGPA and GGPA?",(BSc 6901) No.  Students are free to choose any science Major after admission.,0
476,"(AAO) What are the differences between SGPA, YGPA, CGPA and GGPA?","(AAO) Academic Advisers at AAO supplement the role of FAA through advising students on university regulations, general university requirements, development of study plans, major minor selection, cross faculties learning opportunities and academic progress. For first year students in particular, AAO helps them make a smooth transition to the University and develop study plans to achieve their academic goals. We provide one-on-one advising service. Please make an appointment with us at https://booking.aao.hku.hk/ .",0
477,(AAO) Under what circumstances will I be discontinued from my studies?,"(BSc 6901) The 4-year degree curriculum requires students to complete 240 credits for graduation. Students accepted to the third year of the 4-year BSc degree curriculum under this Scheme would be granted 120 credits of advanced standing including certain core courses of the Major, 24 credits (for AD holder) or 18 credits (for HD holder) of Common Core courses, 6 credits of English language course, 6 credits of Chinese language course and elective courses.",0
478,(AAO) Under what circumstances will I be discontinued from my studies?,"(BSc 6901) HKDSE: 22 - 36.5 (Best 5 subjects); GCEAL: 2A*, 1A (average admissions score); IB: 38 (average admissions score)",0
479,(AAO) Will I be discontinued from studies if I have failed the same course for 3 times?,"(AAO) For support on English, please contact the Centre for Applied English Studies (CAES) at https://caescss.hku.hk/; For support on Chinese, please go to the School of Chinese at http://web.chinese.hku.hk/main/chinese-language-enhancement-program/",0
480,(AAO) Will I be discontinued from studies if I have failed the same course for 3 times?,(AAO) The International Affairs Office has compiled a very comprehensive FAQ on exchange planning: https://intlaffairs.hku.hk/. Please take a look and hope you can find your answers there.,0
481,(AAO) Which units I should seek help from if my academic result in the first semester is not good or if I need to sit for the FRC or CoD?,(BSc 6901) Candidates who hold a recognised full-time Associate Degree (AD) or Higher Diploma (HD) in community colleges in Hong Kong (at least two years in duration) in a relevant discipline are eligible to apply for direct entry to the third year of the 4-year BSc degree programme.  Students in their second year of study of AD or HD programmes can also apply.  You may also visit the direct admissions scheme website for more information.,0
482,(AAO) Which units I should seek help from if my academic result in the first semester is not good or if I need to sit for the FRC or CoD?,(AAO) The steps are similar to those for declaring major/ minor. Please refer to “Student’s Quick Reference Guide on Major / Minor Declaration” in the SIS website for Students.,0
483,(AAO) When should I start planning for exchange?,(AAO) It is your responsibility to check the course enrollment on a regular basis to ensure whether you have complied with the relevant curriculum requirements of the majors/ minors you have chosen. You may also refer to the Degree Audit report on SIS for your progress with each declared major/minor.,0
484,(AAO) When should I start planning for exchange?,"(AAO) Yes, you can. However, you still need to take at least 24 credits in each of your remaining semesters otherwise you might need to apply for under-loading. For your last semester in the programme, it is possible that your outstanding credits might be fewer than 24 credits.",0
485,(AAO) Do I need to extend my study period if I go on exchange?,"(Bachelor's Degree) Chinese is not a must for the admissions. However, some programmes may require knowledge of Cantonese or Chinese language. Please visit our Admissions Standards page for details.",0
486,(AAO) Do I need to extend my study period if I go on exchange?,(AAO) Please see advice from the Careers and Placement Section of CEDARS below: ,0
487,(AAO) Do I get credits for the courses I completed during exchange?,(International) All application to the University is submitted online. You may apply through our online application system.,0
488,(AAO) Do I get credits for the courses I completed during exchange?,(BASc) Please refer to here for the latest information: https://admissions.hku.hk/sites/default/files/2022-03/HKU%20JUPAS%20Admissions%202022_formula%20and%20scores.pdf,0
489,"(AAO) If I go on exchange studies in the second semester but I have to take a full-year course in that academic year to fulfil the requirement(s) of a major/minor, what should I do?","(HKDSE) We welcome eligible NCS applicants (both school and non-school) to submit Alternative Qualifications in Chinese Language (ACL), i.e. GCSE / GCE etc. for consideration in lieu of the general Chinese language requirement. If NCS applicants submit more than one ACL and / or have HKDSE Chinese Language result during selection, the best result will be considered. Further information on submissions and verification of ACL is available at the JUPAS website.",0
490,"(AAO) If I go on exchange studies in the second semester but I have to take a full-year course in that academic year to fulfil the requirement(s) of a major/minor, what should I do?",(AAO) Double-counting of courses for fulfilling more than one major or minor is not allowed. You are advised to consult the programmes concerned and see which replacement course(s) you are required to study so that the total credits completed for each major or minor will not be reduced. You may also refer to the Degree Audit report on SIS for your progress with each declared major/minor.,0
491,(AAO) What are the application procedures and the documents required for credit transfer from exchange studies?,"(HKDSE) A: More than 99% of the students newly admitted in the academic year 2021/2022 indicated HKU programmes as Band A choices. If students put HKU programmes as Band A choices, they may have a better chance to be selected for interview or consultation.",0
492,(AAO) What are the application procedures and the documents required for credit transfer from exchange studies?,(AAO) It means it is still pending for approval or pending for consideration by offering Faculty/Department. The results will vary from course to course and it depends very much on the course approval nature defined for each course.,0
493,(AAO) Is it necessary for me to transfer all the credits I have completed during exchange?,"(AAO) Theoretically yes. However, for some programmes, such as BSocSc, students are not allowed to take introductory courses in their final year. Please check with your home Faculty if in doubt.",0
494,(AAO) Is it necessary for me to transfer all the credits I have completed during exchange?,"(BSc 6901) No, if you can still meet the curriculum requirements within the years of studies. If not, you may have to spend an extra semester or a year, or even longer.",0
495,(AAO) Will the courses approved for credit transfer affect my GPAs and honours classification?,(BSc 6901) 85 places for 2022.,0
