,No.,Course Code,Title,Credit,Pre-requisite,Available in 2022-2023,Available in 2023-2024,Semester offered in 2022-2023,Exam held in 2022-2023,Quota,Course Coordinator,Disciplinary Core Course,Disciplinary Elective,Capstone - Disciplinary Core Course,Capstone - Disciplinary Elective,Teachers
244,245,PHYS4653,Selected topics in astrophysics and cosmology,6,Pass in PHYS3653 or (PHYS2055 and PHYS2650 and PHYS3450),Y,Y,1,Dec,---,"Dr L X Dai, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Astronomy (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr L X Dai,Physics)"
245,246,PHYS4654,General relativity,6,Pass in PHYS2055 and PHYS3350,Y,Y,1,Dec,---,"Dr K M Lee, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Astronomy (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr K M Lee,Physics)"
246,247,PHYS4655,Interstellar medium,6,Pass in PHYS3651 or PHYS3653 or (PHYS3351 and PHY3550),Y,N,2,May,---,"Dr M H Lee, Earth Sciences",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Astronomy (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr M H Lee,Physics)"
247,248,PHYS4656,Advanced astrophysics,6,Pass in PHYS3651 or PHYS3653 or (PHYS3351 and PHYS3450),Y,Y,2,May,---,"Dr S C Y Ng, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Astronomy (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr S C Y Ng,Physics)"
248,249,PHYS4850,Particle physics,6,Pass in PHYS3351,Y,Y,1,Dec,---,"Dr Y J Tu, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr Y J Tu,Physics)"
249,250,PHYS4966,Physics internship,6,"Pass in at least 24 credits of advanced level (3XXX level or above) disciplinary core/elective courses of the Physics Major, Physics (Intensive) Major, Mathematics/Physics Major or Astronomy Major curriculum.
This capstone course is for Astronomy, Mathematics/Physics, Physics, and Physics (Intensive) Majors students only.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,S,No exam,---,"Dr F C C Ling, Physics",,"Minor in Physics (2017,2016,2015)",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)","(NIL,Physics)"
250,251,PHYS4999,Physics project,12,"Pass in at least 24 credits of advanced level (3XXX level or above) disciplinary core/elective courses of the Physics Major, Physics (Intensive) Major, Mathematics/Physics Major or Astronomy Major curriculum.
This capstone course is for Astronomy, Mathematics/Physics, Physics, and Physics (Intensive) Majors students only.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,0,No exam,---,"Dr F C C Ling, Physics",,"Minor in Physics (2017,2016,2015)",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)","(Various teachers in the department,Physics)"
251,252,PHYS7351,Graduate quantum mechanics,6,Pass in PHYS3150 and PHYS4351,Y,Y,1,Dec,---,"Prof S Q Shen, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof S Q Shen,Physics)"
252,253,PHYS7450,Graduate electromagnetic field theory,6,Pass in PHYS3150 and PHYS4450,Y,Y,2,May,---,"Prof Z D Wang, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof Z D Wang,Physics)"
253,254,PHYS7550,Graduate statistical mechanics,6,Pass in (PHYS3550 and PHYS4351) or PHYS4550,Y,Y,1,Dec,---,"Dr G Chen, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr G Chen,Physics)"
254,255,PHYS7750,Nanophysics,6,Pass in PHYS3351 and PHYS4551,Y,N,1,Dec,---,"Dr D K Ki, Physics",,"Major in Astronomy (2017,2016,2015)
Major in Mathematics/Physics (2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Minor in Physics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr D K Ki,Physics)"
255,256,ENVS3010,Sustainable energy and environment,6,Pass in CHEM2041 or ENVS2001 or ENVS2002 or PHYS2260,Y,Y,2,May,---,"Prof A B Djurisic, Physics",,"Major in Environmental Science (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Environmental Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof A B Djurisic,Physics)"
256,257,ENTR2001,Professional and leadership development,6,Any level 1 undergraduate course,Y,Y,1,No exam,24,"Dr R Law, Faculty","Minor in Science Entrepreneurship (2022,2021,2020,2019,2018,2017,2016)",,,,"(Dr R Law,Faculty of Science)
(Ms J Lloyd,CEDARS)"
257,258,ENTR3001,Science-based innovation development,6,"Pass in IIMT1611 and ENTR2001, or already enrolled in these courses",Y,Y,2,No exam,24,"Dr M Kotaka, Biomedical Sciences","Minor in Science Entrepreneurship (2022,2021,2020,2019,2018,2017,2016)",,,,"(Dr A C Koon,Biomedical Sciences)
(Dr M Kotaka,Biomedical Sciences)"
258,259,ENTR3002,Customer analysis and strategic marketing,6,"Pass in IIMT1611 and ENTR2001, or already enrolled in these courses",Y,Y,2,No exam,24,"Dr R Law, Faculty","Minor in Science Entrepreneurship (2022,2021,2020,2019,2018,2017,2016)",,,,
259,260,ENTR4966,Entrepreneurship internship,6,"Pass in ENTR3001 and ENTR3002
Students must be in their Year 3 study or beyond, as well as minoring in Science Entrepreneurship.",Y,Y,S,No exam,24,"Dr R Law, Faculty","Minor in Science Entrepreneurship (2022,2021,2020,2019,2018,2017,2016)",,,,"(All academic staff in Faculty of Science,)"
260,261,ENTR4999,Entrepreneurship project,6,"Pass in ENTR3001 and ENTR3002
Students must be in their Year 3 study or beyond, as well as minoring in Science Entrepreneurship.",Y,Y,1,No exam,24,"Dr R Law, Faculty","Minor in Science Entrepreneurship (2022,2021,2020,2019,2018,2017,2016)",,,,"(All academic staff in Faculty of Science,)"
261,262,INRE6033,Research ethics for graduate students (Faculty of Science),3,For Year 2 or above BSc&MRes (Science Master Class) students only.,Y,Y,"1, 2",No exam,---,"Dr T C Bonebrake, Biological Sciences",,,,,"(Various teachers,Graduate School, Faculty of Law, Centre for Medical Ethics and Law, Centre for Comparative Medicine Research, Civil Engineering, Biomedical Sciences)"
262,263,SCNC1111,Scientific method and reasoning,6,"NIL
(This course is compulsory for all students taking a Science major offered by the Faculty of Science, except those who are eligible for exemption. Students should take this course in their first year.)",Y,Y,"1, 2","Dec, May",---,"Dr R K W Lui, Faculty","Major in Astronomy (2017,2016,2015)
Major in Biochemistry (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Biological Sciences (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Biological Sciences (Intensive) (2022,2021,2020,2019,2018,2017)
Major in Chemistry (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Chemistry (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Earth System Science (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Ecology & Biodiversity (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Ecology & Biodiversity (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Environmental Science (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Food & Nutritional Science (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Geology (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Geology (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Mathematics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Mathematics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Major in Mathematics/Physics (2017,2016,2015)
Major in Molecular Biology & Biotechnology (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Molecular Biology & Biotechnology (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr R K W Lui,Faculty of Science)"
263,264,SCNC1112,Fundamentals of modern science,6,"NIL
(This course is compulsory for all students taking a Science major offered by the Faculty of Science, except those who are eligible for exemption. Students should take this course in their first year.)",Y,Y,"1, 2","Dec, May",---,"Dr J C S Pun, Physics","Major in Astronomy (2017,2016,2015)
Major in Biochemistry (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Biological Sciences (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Biological Sciences (Intensive) (2022,2021,2020,2019,2018,2017)
Major in Chemistry (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Chemistry (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Earth System Science (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Ecology & Biodiversity (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Ecology & Biodiversity (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Environmental Science (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Food & Nutritional Science (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Geology (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Geology (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Mathematics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Mathematics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Major in Mathematics/Physics (2017,2016,2015)
Major in Molecular Biology & Biotechnology (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Molecular Biology & Biotechnology (Intensive) (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Physics (Intensive) (2022,2021,2020,2019,2018,2017,2016)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr C Zheng,Biological Sciences)
(Dr E K M Leung,Faculty of Science)
(Dr H Y Au-Yeung,Chemistry)
(Dr J C S Pun,Physics)
(Dr L Ashton,Biological Sciences)
(Dr M H Lee,Earth Sciences)"
264,265,SCNC3111,Frontiers of science honours seminar course,6,"Pass in a level 2 science course.
The course is for Science students only .
Students who participated or will participate in ORF/SRF must take this course.",Y,Y,1,No exam,120,"Dr R K W Lui, Faculty",,,,,"(Dr C Zheng,Biological Sciences)
(Dr D Yu,Faculty of Science)
(Dr E K M Leung,Faculty of Science)
(Dr R K W Lui,Faculty of Science)"
265,266,SCNC4988,Science research internship I,12,For Year 3 or Year 4 Cambridge-track students only.,Y,Y,S,No exam,---,"Dr T C Bonebrake, Biological Sciences",,,,,"(Various teachers in the Departments, Faculty; all academic staff in Biochemistry Major, Biomedical S,)"
266,267,APAI1001,"Artificial intelligence: foundation, philosophy and ethics",6,For BASc(AppliedAI) students only.,Y,Y,1,Dec,20,"Dr Y Cao, Mathematics","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)",,,,"(Dr J Y F Lau,Philosophy)
(Dr Y Cao,Statistics & Actuarial Science)"
267,268,APAI3010,Image processing and computer vision,6,"Pass in (MATH2014 or MATH2101 or STAT2602) and (COMP2113 or COMP2119 or COMP2396).
For BASc(AppliedAI) students only.",Y,Y,2,May,30,"Dr K Han, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)",,,"(Dr K Han,Statistics & Actuarial Science)"
268,269,APAI3021,Modern biostatistics,6,"Pass in STAT2602
For BASc(AppliedAI) students only.",Y,Y,1,Dec,30,"Dr E K F Lam, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)",,,"(Dr E K F Lam,Statistics & Actuarial Science)"
269,270,APAI3799,Directed studies in Applied AI,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in BASc(AppliedAI) programme; and Not for students who have already enrolled in APAI4798 in this academic year.
This capstone course is only for BASc(AppliedAI) students; and subject to the consent of the course coordinator.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2",No exam,50,"Prof T W Ng, Mathematics",,,,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)","(Various CS teachers as the assessors of oral presentations and written reports,Computer Science)
(Various Maths teachers as the assessors of oral presentations and written reports,Mathematics)
(Various SAAS teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
270,271,APAI4011,Natural language processing,6,"Pass in STAT2602 and (COMP2113 or COMP2119 or COMP2396).
Recommended: familiarity with deep learning or machine learning; strong programming skills (e.g., Python)
For BASc(AppliedAI) students only.",Y,Y,2,May,30,"Dr A S M Lau, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)",,,"(Dr A S M Lau,Statistics & Actuarial Science)"
271,272,APAI4766,Applied AI internship,6,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in student’s selected concentration in BASc(AppliedAI) programme including COMP3340, MATH3904 and STAT3612.
This internship course is only for BASc(AppliedAI) students.
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,"1, 2, S",No exam,,"Dr A S M Lau, Statistics & Actuarial Science",,,,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)","(Various teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science, Mathematics, Computer Science)"
272,273,APAI4798,Applied AI project,12,"Pass in at least 24 credits of advanced level disciplinary core/elective courses in BASc(AppliedAI) programme; and
This is a selective course.  Student are expected to have a CGPA higher than 3.0 and their enrollment is subject to the approval of the course coordinator.
Not for students who have already enrolled in APAI3799 in this academic year.
This capstone course is only for BASc(AppliedAI) students;  
The earliest that a student is allowed to take this capstone course is their year 3 study.",Y,Y,0,No exam,50,"Prof T W Ng, Mathematics",,,,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)","(Various CS teachers as the assessors of oral presentations and written reports,Computer Science)
(Various Maths teachers as the assessors of oral presentations and written reports,Mathematics)
(Various SAAS teachers as the assessors of oral presentations and written reports,Statistics & Actuarial Science)"
273,274,STAT1005,Essential skills for undergraduates: foundations of data science,6,"Not for students who have passed or already enrolled in any of the following courses: COMP2501, STAT1015; and
Not for Year 2 or above BSc(ActuarSc) and BEng(CompSc) students; and
Not for Year 2 or above students majoring in Computer Science/Decision Analytics/Risk Management/Statistics; and
Not for Year 4 or above students from any curriculum.",Y,Y,1,No exam,210,"Dr A S M Lau, Statistics & Actuarial Science",,"Minor in Statistics (2022,2021,2020,2019,2018,2017)",,,"(Dr A S M Lau,Statistics & Actuarial Science)
(Dr T Yu,Computer Science)"
274,275,STAT1600,Statistics: ideas and concepts,6,"Not for students who have passed in any of the following courses: MATH1853, STAT1602, STAT1603, STAT3902.",Y,Y,"1, 2","Dec, May",---,"Dr C W Kwan, Statistics & Actuarial Science","Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Dr C W Kwan,Statistics & Actuarial Science)
(Dr E A L Li,Statistics & Actuarial Science)"
275,276,STAT2601,Probability and statistics I,6,"Pass or already enrolled  in MATH2014 or (MATH2101 and MATH2211); and
Not for students who have passed in ELEC2844, MATH3603, STAT1603, STAT2901 or already enrolled in these courses; and
Not for BSc(ActuarSc) students.",Y,Y,"1, 2","Dec, May",---,"Dr K P Wat, Statistics & Actuarial Science","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr K P Wat,Statistics & Actuarial Science)"
276,277,STAT2602,Probability and statistics II,6,"Pass in STAT2601; and
Not for students who have passed in STAT3902, or already enrolled in this course.",Y,Y,"1, 2","Dec, May",---,"Dr D Y Zhang, Statistics & Actuarial Science","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr D Y Zhang,Statistics & Actuarial Science)"
277,278,STAT2604,Introduction to R/Python programming and elementary data analysis,6,Pass or already enrolled in STAT1600 or MATH1821 or (MATH1851 and MATH1853).,Y,Y,1,No exam,---,"Dr A S M Lau, Statistics & Actuarial Science",,"Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr A S M Lau,Statistics & Actuarial Science)"
278,279,STAT2901,Probability and statistics: foundations of actuarial science,6,"Pass in MATH1821 [for BSc(ActuarSc) students] or already enrolled in this course, or
Pass in MATH1013 or already enrolled in this course [for students outside the BSc(ActuarSc) programme]; and
Not for students who have passed or enrolled in any of these courses: STAT1601, STAT1602, STAT1603, STAT2601",Y,Y,2,May,---,"Prof S M S Lee, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2020,2019,2018,2017,2016,2015)",,,"(Prof S M S Lee,Statistics & Actuarial Science)"
279,280,STAT2902,Financial mathematics,6,"Pass in STAT2901, or already enrolled in this course; and
Not for students who have passed in STAT3615, or already enrolled in this course.",Y,Y,2,May,---,"Prof K C Yuen, Statistics & Actuarial Science","BSc in Actuarial Science (2022,2021,2020,2019,2018,2017,2016,2015)",,,,"(Prof K C Yuen,Statistics & Actuarial Science)"
280,281,STAT3010,Image processing and computer vision,6,Pass in (MATH2014 or MATH2101 or STAT2602) and (COMP2113 or COMP2119 or COMP2396).,Y,Y,2,May,15,"Dr K Han, Statistics & Actuarial Science",,,,,"(Dr K Han,Statistics & Actuarial Science)"
281,282,STAT3021,Modern biostatistics,6,Pass in STAT2602,Y,Y,1,Dec,15,"Dr E K F Lam, Statistics & Actuarial Science",,,,,"(Dr E K F Lam,Statistics & Actuarial Science)"
282,283,STAT3600,Linear statistical analysis,6,"Pass in STAT2602; and
Not for students who have passed in STAT3907, or have already enrolled in this course.",Y,Y,"1, 2","Dec, May",---,"Prof T W K Fung, Statistics & Actuarial Science","Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr C W Kwan,Statistics & Actuarial Science)
(Prof T W K Fung,Statistics & Actuarial Science)"
283,284,STAT3602,Statistical inference,6,Pass in STAT2602 or STAT3902,Y,Y,1,Dec,---,"Prof S M S Lee, Statistics & Actuarial Science",,"BSc in Actuarial Science (2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof S M S Lee,Statistics & Actuarial Science)"
284,285,STAT3603,Stochastic processes,6,"Pass in STAT2601; and
Not for students who have passed in MATH3603, or have already enrolled in this course; and
Not for students who have passed in STAT3903, or have already enrolled in this course.",Y,Y,1,Dec,---,"Dr C Wang, Statistics & Actuarial Science",Major in Statistics (2015),"Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr C Wang,Statistics & Actuarial Science)"
285,286,STAT3606,Business logistics,6,"Pass in BIOL2102 or (ECON1280 and any University level 2 course) or (STAT1601 and any University level 2 course) or (STAT1602 and any University level 2 course) or STAT2601 or (STAT1603 and any University level 2 course) or STAT2901; and
Not for students who have passed MATH3901, or have already enrolled in this course.",Y,Y,1,Dec,---,"Dr O T K Choi, Statistics & Actuarial Science",,"Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr O T K Choi,Statistics & Actuarial Science)"
286,287,STAT3609,The statistics of investment risk,6,"Pass in STAT2602, or already enrolled in this course, or
Pass in (STAT1603 and any University level 2 course); and
Not for students who have passed in FINA2320, or have already enrolled in this course; and
Not for BSc(Actuarial Science) students",Y,Y,1,Dec,---,"Dr K P Wat, Statistics & Actuarial Science","Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr K P Wat,Statistics & Actuarial Science)"
287,288,STAT3612,Statistical machine learning,6,"Pass in STAT3600 or STAT3907, or already enrolled in this course; and
Not for students who have passed in STAT4904, or already enrolled in this course; and
Not for BSc(Actuarial Science) students.
BSc(Actuarial Science) students are advised to take STAT4904 Statistical learning for risk modelling instead.
Recommended: proficiency in Python, programming assignments will require use of Python",Y,Y,1,No exam,---,"Dr L Yu, Statistics & Actuarial Science","Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)","BSc in Actuarial Science (2017,2016,2015)
Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr L Yu,Statistics & Actuarial Science)"
288,289,STAT3613,Marketing analytics,6,Pass in BIOL2102 or (ECON1280 and any University level 2 course) or (STAT1601 and any University level 2 course) or (STAT1602 and any University level 2 course) or STAT2601 or (STAT1603 and any University level 2 course) or STAT2901,Y,Y,1,Dec,50,"Dr C W Kwan, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr C W Kwan,Statistics & Actuarial Science)"
289,290,STAT3615,Practical mathematics for investment,6,"Pass in (STAT1601 and any University level 2 course) or (STAT1602 and any University level 2 course) or STAT2601 or (STAT1603 and any University level 2 course) or STAT2901; and
Not for students who have passed in STAT2902, or have already enrolled in this course.",Y,Y,2,May,---,"Prof K C Yuen, Statistics & Actuarial Science","Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)","Minor in Actuarial Studies (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof K C Yuen,Statistics & Actuarial Science)"
290,291,STAT3617,Sample survey methods,6,"Pass or already enrolled in BIOL2102, or (ECON1280 and any University level 2 course), or (STAT1601 and any University level 2 course), or (STAT1602 and any University level 2 course), or STAT2601, or (STAT1603 and any University level 2 course), or STAT2901.",Y,Y,2,May,---,"Dr O T K Choi, Statistics & Actuarial Science",,"Major in Food & Nutritional Science (2022,2021,2020,2019)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr O T K Choi,Statistics & Actuarial Science)
(Prof F W H Ho,Statistics & Actuarial Science)"
291,292,STAT3618,Derivatives and risk management,6,"Pass in STAT3615; and
Not for students who have passed or already enrolled in any of the following courses: FINA2322, STAT3905, STAT3910; and
Not for BSc(Actuarial Science) students.",Y,Y,2,May,---,"Prof K C Cheung, Statistics & Actuarial Science",,"Major in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Risk Management (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Prof K C Cheung,Statistics & Actuarial Science)"
292,293,STAT3621,Statistical data analysis,6,"Pass in STAT3600 or STAT3907
(Students are strongly recommended to take STAT2603 or STAT2604 prior to taking this course.)",Y,Y,2,May,50,"Dr Y Cao, Statistics & Actuarial Science",,"Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)
Major in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)
Minor in Statistics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr Y Cao,Statistics & Actuarial Science)"
293,294,STAT3622,Data visualization,6,Pass in STAT2602 or STAT3902,Y,N,2,May,50,"Dr L Feng, Statistics & Actuarial Science",,"Bachelor of Arts and Sciences in Applied Artificial Intelligence (2022,2021,2020,2019)
Major in Decision Analytics (2022,2021,2020,2019,2018,2017,2016,2015)",,,"(Dr L Feng,Statistics & Actuarial Science)"
