,Course Code,Course Title,Course Description,Learning Outcomes
344,SCNC4988,Science research internship I,"Students will undertake a research project in the form of an undergraduate dissertation under the supervision of a staff member. The dissertation will be written in the style of a scientific paper. The research topic is flexible but should be related to the fields of Biochemistry, Biological Sciences, Chemistry, Earth System Science, Ecology & Biodiversity, Environmental Science, Geology, Molecular Biology & Biotechnology or Physics. Students should seek approval from a prospective supervisor prior to selecting this course. After enrolment of the course is approved by the course coordinator, students will work under the guidance of their supervisor to complete the research project. To provide a stimulating experience for students under the Cambridge-track to integrate and apply their knowledge and skills obtained from their undergraduate studies at HKU and Cambridge through planning and carrying out a research project under the supervision of a member of staff.","critique and review appropriate scientific literature; use this information to generate a scientifically relevant research question; develop and formulate innovative scientific hypotheses to test this question; design and undertake practical research work to formally test the hypotheses proposed; analyse and evaluate the data collected to test the hypotheses, present data in a professional manner to illustrate the outcomes; draw an objective series of conclusions based on the experimental work; highlight and critically discuss their research findings and place them into a holistic scientific context; submit their work following a specified journal format, present their work as a scientific conference talk"
345,APAI1001,"Artificial intelligence: foundation, philosophy and ethics","The course will introduce a number of key ideas, concepts and methods relevant to AI.    It has two sections, a technical one and a philosophical one. The technical section will cover the following topics: (1) Solving problems by searching; classical and adversarial search methods.  (2)  Knowledge, reasoning and planning: first-order logic and inference; knowledge representation; classical, hierarchical and multiagent planning; (3) Uncertain knowledge and reasoning: quantifying uncertainty, probabilistic reasoning; making decision under uncertainty. (4) Learning: learning from examples, knowledge in learning, learning probabilistic models.   The section on philosophy will address three topics: (1) Philosophical challenges to AI, concerning questions such as whether AI can achieve genuine understanding, with thoughts, conscious feelings, and emotions. (2) Ethical and political issues related to the use of AI,such as privacy, legitimacy of human enhancement, and how AI might affect socio-economic inequality. (3) The idea of singularity and the implications of AI for the future of humanity, and whether AI poses an existential threat. The goal of this course is to expose students to the fundamental concepts of artificial intelligence (AI), including the history of AI, the classical and modern approaches, the main techniques used in AI, the challenges and major breakthroughs, the philosophical problems and ethical issues, and the application fields. This course is exclusive to BASc(AppliedAI) students.","Apprehend the concepts of artificial intelligence and its underlying theory in relation to a broad range of related disciplinary areas.; Be proficient with artificial intelligence techniques, and offer effective recommendations for innovative initiatives and solutions.; Acquire the necessary critical thinking, creative problem solving and communication skills for effective work and collaboration.; Gain insights into current advances and comprehensive knowledge of artificial intelligence to solve real-life problems.; Communicate to people effectively and efficiently with professionalism and accuracy."
346,APAI3010,Image processing and computer vision,"Course content includes the following topics- Imaging systems and representation of digital images;- Image transformation and filtering;- Image resolutions, sub-sampling, interpolation, and color models;- Feature detection and description;- Perspective projection and camera models;- Camera calibration;- Stereo vision;- Deep learning for image recognition and beyond. The course introduces the fundamentals of image processing and computer vision, covering both theoretical and computational aspects of the subject. On the theoretical aspect, the course introduces mathematical foundations for image processing and computer vision including representation of digital images, image processing techniques, feature detection and extraction, imaging models, stereo vision, image recognition and beyond. On the computational side, algorithms and their implementation are emphasized during the lectures and exercised during tutorials.","understand the theoretical foundations of image formation, transformation, and filtering; understand the theoretical foundations of feature extraction, camera projection, stereo vision, and image recognition; design and implement various algorithms for digital image processing and computer vision; achieve simple image processing and computer vision tasks on real-world visual data; acquire hands-on experience in the use of image processing and computer vision tools"
347,APAI3021,Modern biostatistics,"The following topics will be covered in the course.  - study design techniques including randomized and observational designs- continuous, categorical and person-time data analysis - longitudinal and correlated data analysis - meta-analysis methods- measurement error methods- missing data methods - confounding and selection bias adjustment - large-scale inference This course is designed to introduce students the-of-art study designs and statistical analysis methods in biomedical studies including randomized and observational studies, high-throughput data from genetics/genomics.",understanding the basic concepts of study designs; learn statistical analysis for various types of biomedical data; learn statistical methods for evidence synthesis; learn statistical methods for handling various types of biases; learn statistical methods for large-scale inference
348,APAI3799,Directed studies in Applied AI,"The student undertakes a self-managed study on a topic in AI and its applications under the supervision of a staff member.  The topic is preferably one not sufficiently covered in the regular curriculum.  The directed study can be a critical review or a synthesis of published work on the subject, or a laboratory or field study that would enhance students' understanding of the subject.  The project may not require an element of originality. The student undertakes a self-managed study on an applied topic in artificial intelligence under the supervision of a staff member.  The topic is preferably one not sufficiently covered in the regular curriculum.  The directed study can be a critical review or a synthesis of published work on the subject, or a laboratory or field study that would enhance students' understanding of the subject.  The project may not require an element of originality.","gain first-hand experience in solving a research or applied problem in artificial intelligence or related areas; develop skills in important technical tools, including the use of computer software or programs, for typical artificial intelligence research and data analyses; write succinct reports on the findings of a research study; make concise oral presentation of the findings of a research study"
349,APAI4011,Natural language processing,"This course covers a broad range of topics in natural language processing (NLP), including text classification, sentiment analysis, neural network, word embedding, sequence models, language models, neural encoder-decoder models, machine translation, question answering, and contextualized world representation. The underlying techniques from probability, statistics, machine learning and deep learning will also be introduced. Natural language processing (NLP) is a subfield of artificial intelligence, focusing on understanding human language. In essence, NLP is interested in building a tool that can use language like humans. This course will introduce the mathematical, statistical and computational challenges in natural language processing. It covers main applications of NLP techniques and a range of models in structured prediction and deep learning. In this course, students will gain a thorough introduction to cutting-edge machine learning and deep learning techniques for NLP.",learn about the techniques behind modern NLP; implement basic algorithms and methods on real-world data; gain hands-on experience on building NLP models; learn backgrounds to understand current research; get exposed to linguistic concepts and tasks in NLP
350,APAI4766,Applied AI internship,"Upon completion of the internship, each student is required to submit a written report and to give a presentation on his/her internship experience. The report should emphasize important working/educational experiences encountered by the student during his/her internship. In many situations, this would mean a report of the project(s) that the student has been involved in during his/her internship. This course is offered to BASc(AppliedAI) students who take on a minimum of 160 hours of project-driven internship work related to his/her major disciplines. It provides students with first-hand experience in the applications of academic knowledge in a real-life work environment.",gain first-hand work experience in an industry related to artificial intelligence; apply knowledge in applied artificial intelligence to solve practical problems in the workplace; understand contexts for specific quantitative skills developed in basic artificial intelligence courses; communicate specialist knowledge in artificial intelligence to non-experts in a work environment
351,APAI4798,Applied AI project,"These projects, under the supervision of individual staff members, involve the applications of artificial intelligence models, techniques, and advanced computing technologies in a wide range of problems of practical and/or academic interests.  The topic areas may cover, but not limited to, AI in Smart City, AI in HealthTech, AI in FinTech, AI in Neuroscience, AI in Medicine, AI in Internet of Things (IoT), AI in Education, etc. Each year a few projects suitable for BASc(AppliedAI) students will be offered to provide students with practical experience in approaching a real problem, in report writing and in oral presentation. These projects, under the supervision of individual staff members, involve the applications of artificial intelligence in a wide range of problems of practical and/or academic interests.","gain first-hand experience in solving a research or applied problem in statistics or related areas; develop skills in important technical tools, including the use of AI, computing software or programs, for typical statistical/AI research and data analyses; write succinct reports on the findings of a research study; make concise oral presentation of the findings of a research study"
352,STAT1005,Essential skills for undergraduates: foundations of data science,"- General introduction to data science    * Overview with selected case studies.  General discussion on origins and forms of data, associated questions and types of tools for their analysis.    - Data management and exploration  * Data sources, data collection and its impact on visualization, modeling and generalizability of results; data cleaning/extraction; Quick introduction to high level programming language and Integrated Development Environment (IDE) (Python, R); Exploratory Data Analysis (EDA); Summaries, aggregation, smoothing, distributions of data; Data visualization- Data analytics  * Complements on programming;    * Statistics (1):  model for randomness, random variables, distributions, histograms, correlations.  * Statistics (2):  independent sample, estimation of mean and variance, confidence interval, hypothesis testing with p-value.  * Statistics (3): regression models, forecasting, simple time series, method of classification. The course introduces basic concepts and methodology of data science to junior undergraduate students.  The teaching is designed at a level appropriate for all undergraduate students with various backgrounds and without pre-requisites.Students will engage in a full data work-flow including collaborative data science projects. They will study a full spectrum of data science topics, from initial investigation and data acquisition to the communication of final results.Specifically, the course provides exposure to different data types and sources, and the process of data curation for the purpose of transforming them to a format suitable for analysis. It introduces elementary notions in estimation, prediction and inference.  Case studies involving less-manicured data are discussed to enhance the computational and analytical abilities of the students.","Explore and wrangle over data; summarize and visualize data; Formulae problems and bring elementary concepts in estimation, prediction, and inference to bear; Write basic functions and simple data analysis codes using state-of-art computing software"
353,STAT1600,Statistics: ideas and concepts,"- Data collection: observational studies versus designed experiments- Data presentation: tables; graphs; frequency distributions; correlations; trends- Probability: randomness; probability models; distributions; measures of central tendency and dispersion- Inference: estimation; tests of significance and hypotheses; confidence intervals; regression; prediction- Further issues: controversies; misuse of statistics; ethics. The course aims at providing a broad overview of statistics for students who aspire to major in Statistics or Risk Management. It focuses on the roles of statistics as a scientific tool with applications to a wide spectrum of disciplines, and as a science of reasoning which has revolutionized modern intellectual endeavours. It lays a panoramic foundation for a formal study of statistics at the university level.",understand the role of statistics as a tool for scientific reasoning; present data in a useful and informative way; acquire basic concepts and perspectives of statistical modelling and inference; distinguish between good and bad statistical practices; pursue a major study in Statistics or Risk Management with a well-established conceptual foundation
354,STAT2601,Probability and statistics I,"Sample spaces; Operations of events; Probability and probability laws; Conditional probability; Independence; Discrete random variables; Cumulative distribution function (cdf); Probability mass function (pmf); Bernoulli, binomial, geometric, and Poisson distributions; Continuous random variables; Cumulative distribution function (cdf); Probability density function (pdf); Exponential, gamma, and normal distributions; Functions of a random variable; Joint distributions; Marginal distributions; Conditional distributions; Independent random variables; Functions of jointly distributed random variables; Expected value; Variance and standard deviation; Covariance and correlation. The discipline of statistics is concerned with situations in which uncertainty and variability play an essential role and forms an important descriptive and analytical tool in many practical problems. Against a background of motivating problems this course develops relevant probability models for the description of such uncertainty and variability.",understand the basic concepts in probability theory; gain some insights to statistics and inference; solve real-world problems by using probability calculations; pursue their further studies in statistics and quantitative analysis
355,STAT2602,Probability and statistics II,"1. Overview: random sample; sampling distributions of statistics; moment generating function; large-sample theory: laws of large numbers and Central Limit Theorem; likelihood; sufficiency; factorisation criterion; 2. Estimation: estimator; bias; mean squared error; standard error; consistency; Fisher information; Cramer-Rao Lower Bound; efficiency; method of moments; maximum likelihood estimator; 3. Hypothesis testing: types of hypotheses; test statistics; p-value; size; power; likelihood ratio test; Neyman-Pearson Lemma; generalized likelihood ratio test; Pearson chi-squared test; Wald tests; 4. Confidence interval: confidence level; confidence limits; equal-tailed interval; construction based on hypothesis tests. This course builds on STAT2601, introducing further the concepts and methods of statistics. Emphasis is on the two major areas of statistical analysis: estimation and hypothesis testing.  Through the disciplines of statistical modelling, inference and decision making, students will be equipped with both quantitative skills and qualitative perceptions essential for making rigorous statistical analysis of real-life data.",apprehend the objectives of statistics and its relation to probability theory; relate a real-life problem to a formal framework for statistical inference; conduct standard parametric statistical inference by means of estimation and hypothesis testing; reckon the general applicability of statistics in a broad range of subject areas
356,STAT2604,Introduction to R/Python programming and elementary data analysis,"1. R basics: first steps; language essentials.  2. The R environment: session management; the graphics subsystem; R programming; data entry.3. Probability and distributions: random sampling; probability calculations and combinatorics; discrete distributions; continuous distributions; the built-in distributions in R.4. Descriptive statistics and graphics: summary statistics for a single group; graphical display of distributions; summary statistics by groups; graphics for grouped data; graphical display of tables.5. Simple linear regression: residuals and fitted values; prediction and confidence bands; correlation. This course is designed to provide a first-level introduction to the popular and powerful statistical programming language R. This course focuses on learning the basic programming skills in R with examples and applications in elementary statistical analysis. The programming skills involved can be applied to input and output of data sets, work with different data types, manipulation and transformation of data, random sampling, descriptive data analysis, and production of professional summary reports with high-quality graphs.","access online help and documents for R; use R to input data, perform data transformation and merging, output data; summarize data in tables and graphs for descriptive data analysis; work with numeric, character, and other unstructured data types; be able to write functions, loops and control flows; perform data management using SQL language in R; perform Monte Carlo simulations to validate statistical concepts"
357,STAT2901,Probability and statistics: foundations of actuarial science,"1. General probability- Basic elements of probability in set notation- Mutually exclusive events- Addition and multiplication rules- Independence of events- Combinatorial probability- Conditional probability and expectations- Bayes theorem / Law of total probability- Random variables2. Univariate probability distributions (including binomial, negative binomial, geometric, hypergeometric, Poisson, uniform, exponential, chi-square, beta, Pareto, lognormal, gamma, Weibull and normal) and bivariate normal distribution- Probability functions and probability density functions- Cumulative distribution functions- Mode, median, percentiles and moments- Variance and measures of dispersion- Central limit theorem3. Sampling distributions and introduction of estimation The purpose of this course is to develop knowledge of the fundamental tools in probability and statistics for quantitatively assessing risk. Applications of these tools to actuarial science problems will be emphasized. Students will have a thorough command of probability topics and the supporting calculations.",understand the mathematical theory underlying the modern practice of statistics; develop skills in probabilistic analysis for problems involving randomness; apply techniques in probability and statistics to solve actuarial science problems
358,STAT2902,Financial mathematics,"Key topics include: measurement of interest, annuities certain; discounted cash flow analysis; yield rates; amortization schedules and sinking funds; bonds and related securities; practical applications such as real estate mortgage and short sales; stochastic approaches to interest; and key terms of financial analysis such as yield curves, spot rates, forward rates, duration, convexity, and immunization. This course introduces the fundamental concepts of financial mathematics which plays an important role in the development of basic actuarial techniques. Practical applications of these concepts are also covered.",understand basic concepts of financial mathematics; understand and formulate elementary financial problems; apply compound interest theory to tackle some practical financial problems; show an understanding of the term structure of interest rates; show an understanding of simple stochastic models for investment returns
359,STAT3010,Image processing and computer vision,"Course content includes the following topics- Imaging systems and representation of digital images;- Image transformation and filtering;- Image resolutions, sub-sampling, interpolation, and color models;- Feature detection and description;- Perspective projection and camera models;- Camera calibration;- Stereo vision;- Deep learning for image recognition and beyond. The course introduces the fundamentals of image processing and computer vision, covering both theoretical and computational aspects of the subject. On the theoretical aspect, the course introduces mathematical foundations for image processing and computer vision including representation of digital images, image processing techniques, feature detection and extraction, imaging models, stereo vision, image recognition and beyond. On the computational side, algorithms and their implementation are emphasized during the lectures and exercised during tutorials.","understand the theoretical foundations of image formation, transformation, and filtering; understand the theoretical foundations of feature extraction, camera projection, stereo vision, and image recognition; design and implement various algorithms for digital image processing and computer vision; achieve simple image processing and computer vision tasks on real-world visual data; acquire hands-on experience in the use of image processing and computer vision tools"
360,STAT3021,Modern biostatistics,"The following topics will be covered in the course.  - study design techniques including randomized and observational designs- continuous, categorical and person-time data analysis - longitudinal and correlated data analysis - meta-analysis methods- measurement error methods- missing data methods - confounding and selection bias adjustment - large-scale inference This course is designed to introduce students the-of-art study designs and statistical analysis methods in biomedical studies including randomized and observational studies, high-throughput data from genetics/genomics.",Understanding the basic concepts of study designs; Learn statistical analysis for various types of biomedical data; Learn statistical methods for evidence synthesis; Learn statistical methods for handling various types of biases; Learn statistical methods for large-scale inference
361,STAT3600,Linear statistical analysis,"(1) Simple linear regression: least squares method, analysis of variance, coefficient of determination, hypothesis tests and confidence intervals for regression parameters, prediction.(2) Multiple linear regression: least squares method, analysis of variance, coefficient of determination, reduced vs full models, hypothesis tests and confidence intervals for regression parameters, prediction, polynomial regression.(3) One-way classification models: one-way ANOVA, analysis of treatment effects, contrasts.(4) Two-way classification models: interactions, two-way ANOVA for balanced data structures, analysis of treatment effects, contrasts, randomised complete block design.(5) Universal approach to linear modelling: dummy variables, 'multiple linear regression' representation of one-way and two-way (unbalanced) models, ANCOVA models, concomitant variables.(6) Regression diagnostics: leverage, residual plot, normal probability plot, outlier, studentized residual, influential observation, Cook's distance, multicollinearity, model transformation. The analysis of variability is mainly concerned with locating the sources of the variability.  Many statistical techniques investigate these sources through the use of 'linear' models.  This course presents the theory and practice of these models.",understand linear regression model with one or multiple independent variables; understand ANOVA models for one and two factors; understand general linear model with categorical and continuous independent variables
362,STAT3602,Statistical inference,"1. Decision problem - frequentist approach: loss function; risk; decision rule; admissibility; minimaxity; unbiasedness; Bayes' rule.2. Decision problem - Bayesian approach: prior and posterior distributions, Bayesian inference.3. Estimation theory: exponential families; likelihood; sufficiency; minimal sufficiency; completeness; UMVU estimators; information inequality; large-sample theory of maximum likelihood estimation.4. Hypothesis testing: uniformly most powerful test; monotone likelihood ratio; UMP unbiased test; conditional test;  large-sample theory of likelihood ratio; confidence set.5. Nonparametric inference: bootstrap methods. This course covers the advanced theory of point estimation, interval estimation and hypothesis testing.  Using a mathematically-oriented approach, the course provides a solid and rigorous treatment of inferential problems, statistical methodologies and the underlying concepts and theory.  It is suitable in particular for students intending to further their studies or to develop a career in statistical research.",form a panoramic view of classical developments in mathematical statistics; gain thorough insight into the essentials of statistical inference; build a solid foundation for future research studies in statistics and related areas
363,STAT3603,Stochastic processes,"Introduction to probability theory, conditional probability and expectation, Markov chains, random walk models, classification of states in a Markov chain, calculation of limiting probabilities and mean time spent in transient states, Poisson process, distribution of inter-arrival time and waiting time, conditional distribution of the arrival time, Brownian Motion, hitting time and maximum variable, geometric Brownian motion, the Black-Scholes option pricing formula. This is an introductory course in stochastic processes.  It will cover the basic concepts of the theory of stochastic processes and explore different types of stochastic processes including Markov chains, Poisson processes and Brownian motions.","apply the conditioning method to calculate the mean and probability; understand the essentials of Markov chains, the Poisson process, and Brownian motion; understand how stochastic models can be applied to the study of real-life phenomena"
364,STAT3606,Business logistics,"In this course, students will apply the analytical skills with aid of computer techniques in solving the business logistic problems. Topics include optimization techniques applied in allocation of resources, financial planning, transportation, assignment, inventory control and queuing problems. Modern business corporations are increasingly using logistics as a management tool, for example, in capital budgeting problems, production planning, scheduling, transportations and deciding location for a new factory.  This course addresses the business applications of logistics.","solve linear programming with Graphical approach, Simplex method and hands-on Excel Solving function; set up and solve network flow problems using least-cost approach, MODI method and Vogel's approximation.; understand decision theory and its applications; evaluate the cost and effectiveness of service systems"
365,STAT3609,The statistics of investment risk,"Concept of market efficiency, mean-variance portfolio theory, capital asset pricing model, arbitrage pricing theory, portfolio performance and management, behavioural finance. Most investments involve some risk.  The decision to invest or not is usually made against a background of uncertainty.  Whilst prediction of the future is difficult, there are statistical modelling techniques which provide a rational framework for investment decisions, particularly those relating to stock markets and the markets for interest rates, commodities and currencies.  Building upon research, both in Hong Kong and abroad, this course presents the prevailing statistical theories for prices and price-change in these vital markets.",measure risk and return of portfolios; apply different approaches in constructing optimal investment portfolios; explain and apply asset pricing models and evaluate investment performance; explain the concepts of market efficiency and apply appropriate testing procedures to assess different forms of market efficiency
366,STAT3612,Statistical machine learning,"Basics of machine learning,  linear regression, logistic regression, regularization, cross-validation, tree-based methods, dimension reduction, principal component analysis, cluster analysis, neural network basics and deep models. Machine learning is the study of computer algorithms that build models of observed data in order to make predictions or decisions. Statistical machine learning emphasizes the importance of statistical methodology in the algorithmic development. This course provides a comprehensive and practical coverage of essential machine learning concepts and a variety of learning algorithms under supervised and unsupervised settings.","get familiar with the workflow of a data science or machine learning project; understand and apply a wide range of statistical machine learning methods, and recognize their characteristics, strengths and weaknesses; identify and use appropriate techniques for a particular data science project; evaluate the quality of the resulting model in terms of prediction accuracy and model explainability; apply Python programming for solving data-scientific problems"
367,STAT3613,Marketing analytics,"Marketing decision models, Market response models, Survey research, Statistical methods for segmentation, Statistical methods for positioning, Statistical methods for new product design This course is designed to provide an overview and practical application of trends, technology and methodology used in the marketing survey process including problem formulation, survey design, data collection and analysis, and report writing.  Special emphasis will be put on statistical techniques particularly for analysing marketing data including market segmentation, market response models, consumer preference analysis and conjoint analysis.  Students will analyse a variety of marketing case studies.","develop hands-on skills of curve fitting and analyzing data with SAS procedures or R packages; understand marketing decision models; understand cluster analysis, factor analysis, multidimensional scaling, correspondence analysis, conjoint analysis, choice models, confirmatory factor analysis, and discriminant analysis in market segmentation, positioning and new product design"
368,STAT3615,Practical mathematics for investment,"Key topics include: measurement of interest, annuities certain; discounted cash flow analysis; yield rates; amortization schedules and sinking funds; bonds and related securities; practical applications such as real estate mortgage and short sales; stochastic approaches to interest; and key terms of financial analysis such as yield curves, spot rates, forward rates, duration, convexity, and immunization. This course introduces the fundamental concepts of financial mathematics which plays an important role in the development of basic actuarial techniques. Practical applications of these concepts are also covered.",understand basic concepts of financial mathematics; understand and formulate elementary financial problems; apply compound interest theory to tackle some practical financial problems; show an understanding of the term structure of interest rates; show an understanding of simple stochastic models for investment returns
369,STAT3617,Sample survey methods,"Topics may include: survey design and planning; survey quality and ethics; implementation matters like management of survey staff, respondent relationship and logistical issues; and sampling methods like simple random sampling, systematic sampling, stratified sampling, cluster sampling, multi-stage sampling, sample size determination, post-stratification, ratio and regression estimation methods, non-sampling errors and biases, non-responses and missing data. Case studies of major applications of sample survey methods in the public and private sectors, with some examples on the analysis and application of the statistical data thus produced, will be discussed. This course will cover design and implementation of sample surveys and analysis of statistical data thus obtained. Survey design includes overall survey design, design of sampling schemes and questionnaires, etc. Sampling methods include sample size determination, sampling and non-sampling errors and biases, methods of estimation of parameters from survey data, imputation for missing data etc.",demonstrate knowledge and understanding of the various steps to be taken in the planning and implementation of sample surveys; design different sample schemes and select the most efficient and suitable one for adoption for a particular survey - make statistical inference on parameters based on a sample; judge whether the statistics presented by other survey takers are trustworthy
370,STAT3618,Derivatives and risk management,"Review of futures, forwards and options and the no-arbitrage principle; hedging strategies using futures; pricing of forwards and futures; interest rate futures and swaps; trading strategies using options; put-call parity; valuation of European and American options using the binomial-tree model; valuation of European and American options using the Black-Scholes option pricing model; the Greeks: their calculation and interpretation; implied volatility; delta hedging and the role of market-makers; exotic options: Asian options, barrier options, compound options, gap options and exchange options. Nowadays all risk managers must be well versed in the use and valuation of derivatives. The two basic types of derivatives are forwards (having a linear payoff) and options (having a non-linear payoff). All other derivatives can be decomposed to these underlying payoffs or alternatively they are variations on these basic ideas. This course aims at demonstrating the practical use of financial derivatives in risk management.  Emphases are on pricing and hedging strategies, and the no-arbitrage principle.","use futures, forwards, options and swaps to formulate financial strategies; determine the payoff and the value of various derivative products using binomial tree and Black-Scholes formula; explain how derivative products can be used as tools to manage financial risk; recognize how to decompose complicated derivatives into a portfolio of standard derivatives"
371,STAT3621,Statistical data analysis,"Descriptive statistics, presentation and visualization of data; Simple statistical analyses for the one-sample and two-sample case using parametric and nonparametric methods; Regression analyses: model fitting; variable selection and model diagnostic checking; Analysis of Variance (ANOVA): 1-way, two-way and higher-way ANOVA; Covariance analysis; Categorical and count data: binary logistic regression, Poisson regression.Real data sets will be presented for modelling and analysis using statistical software for gaining hands-on experience. Building on prior coursework in statistical methods and modeling, students will get a deeper understanding of the entire process of data analysis.  The course aims to develop skills of model selection and hypotheses formulation so that questions of interest can be properly formulated and answered. An important element deals with model review and improvement, when one's first attempt does not adequately fit the data. Students will learn how to explore the data, to build reliable models, and to communicate the results of data analysis to a variety of audiences.","make good sense of the problem and identify what to measure for the question of interest; summarize and describe the quantitative and qualitative data using some simple appropriate statistical measures; identify the association among several continuous or discrete variables; carry out appropriate and comprehensive statistical analyses based on real life data including model selection, perform model diagnostics, formulate testable hypotheses, make appropriate statistical inferences, make interpretations on the findings and report writing"
372,STAT3622,Data visualization,"Grammar of graphics, visualizing patterns over time, visualizing relationship, visualizing spatial relationships, visualizing texts. This course will focus on how to work with statistical graphics, graphics that display statistical data, to communicate and analyze data. Students will learn a set of tools such as R to create these graphics and critically evaluate them.",choose the best chart that fits the data; create a compelling visualization using computer software; communicate effectively using statistical graphics; critically evaluate graphics and suggest improvements
373,STAT3655,Survival analysis,"The nature and properties of parametric and nonparametric survival models will be studied.  Topics to be covered include: the introduction of some important basic quantities like the hazard function and survival function; some commonly used parametric survival models; concepts of censoring and/or truncation; parametric estimation of the survival distribution by maximum likelihood estimation method; nonparametric estimation of the survival functions from possibly censored samples by means of the Kaplan-Meier estimator, the Nelson-Aalen estimator; and the kernel density estimator or the Ramlau-Hansen estimator and comparisons of k independent survival functions by means of the generalized log-rank test; parametric regression models; Cox's semiparametric proportional hazards regression model; and multivariate survival analysis. This course is concerned with how models which predict the survival pattern of humans or other entities are established.  This exercise is sometimes referred to as survival-model construction.","acquire a clear understanding of the nature of failure time data or survival data, a generalization of the concept of death and life; perform estimation for some commonly used survival models under different types of censoring mechanisms; analyze survival data using the Cox's semiparametric proportional hazards model; extend the Cox's model to a multivariate setup to accommodate multivariate survival data"
374,STAT3799,Directed studies in statistics,"The student undertakes a self-managed study on a topic in statistics under the supervision of a staff member.  The topic is preferably one not sufficiently covered in the regular curriculum.  The directed study can be a critical review or a synthesis of published work on the subject, or a laboratory or field study that would enhance students' understanding of the subject.  The project may not require an element of originality. To enhance students' knowledge of a particular topic and students' self-directed learning and critical thinking skills.","gain first-hand experience in solving a research or applied problem in statistics or related areas; develop skills in important technical tools, including the use of computer software or programs, for typical statistical research and data analyses; write succinct reports on the findings of a research study; make concise oral presentation of the findings of a research study"
375,STAT3901,Life contingencies I,"Key topics include: survival distributions; life table functions; select and ultimate tables; life insurance models; life annuity models; loss-at-issue random variable; benefit premiums. The major objectives of this course are to integrate life contingencies into a full probabilistic framework.  The time-until-death random variable is the basic building block by which models for life insurances, designed to reduce the financial impact of the random event of untimely death, are developed.  This course introduces the concepts of life contingencies and the basic mathematical skills for modelling life insurance products.","calculate the expected values, variances, probabilities, and percentiles for survival-time random variables; define the continuous survival-time random variable that arises from the discrete survival-time random variable using some assumptions for fractional ages; define present-value-of-benefit random variables defined on survival-time random variables; define and calculate the expected values, variances and probabilities for present-value-of-benefit random variables, present-value-of-loss-at-issue random variables, and present-value-of-loss random variables; calculate benefit premiums for life insurances and annuities"
376,STAT3902,Statistical models,"Distribution and density of function of random variables; order statistics, central limit theorem, maximum likelihood estimator (MLE), moment estimator, Bayesian estimator, properties of estimators, limiting properties of MLE; confidence interval estimations for normal mean, the difference of two normal means, normal variance, the ratio of two normal variances, and large-sample confidence intervals; power function, Neyman-Pearson Lemma, likelihood ratio test, and goodness of fit test. This course is on the basis of 'STAT2901 Probability and Statistics: Foundation of Actuarial Science'. It will further study the concepts and methods of statistics. The course will lay emphasis on the estimation and hypothesis testing, the two major areas of statistical inference. Through the study of this course, students will be equipped with both quantitative skills and qualitative perceptions essential for making rigorous statistical analysis of data. This course is an approved course for VEE Mathematical Statistics from the Society of Actuaries.","understand the importance of sufficient statistic(s) in data reduction and statistical inferences such as point estimation, confidence interval estimation, and testing hypothesis; derive maximum likelihood estimators of parameters to calculate maximum likelihood estimates; locate pivotal quantity to construct  confidence intervals of parameters; find testing statistic to test hypotheses associated with one-sample and/or two-sample normal distributions with small sample sizes and non-normal distributions with large sample sizes"
377,STAT3903,Stochastic models,"Introduction to probability theory, conditional probability and expectation, Markov chains, random walk models, classification of states in a Markov chain, calculation of limiting probabilities and mean time spent in transient states, Poisson process, distribution of inter-arrival time and waiting time, conditional distribution of the arrival time, Brownian Motion, hitting time and maximum variable, geometric Brownian motion, the Black-Scholes option pricing formula, Gaussian bridge, and stationary processes.  Birth-and-death process, branching process and renewal process may also be covered (if time permits). This is an introductory course in stochastic processes.  It will cover the basic concepts of the theory of stochastic processes and explore different types of stochastic processes including Markov chains, Poisson processes and Brownian motions.","apply the conditioning method to calculate the mean and probability; understand the essentials of Markov chains, the Poisson process, and Brownian motion; understand how stochastic models can be applied to the study of real-life phenomena"
378,STAT3904,Corporate finance for actuarial science,"The first part of the course will give an introduction to corporate finance and provide an overview of some topics covered in STAT2902 and STAT3615. These include financial markets and companies, time value of money, and measures and performance assessment of financial performance. The main part of the course will focus on some important topics of corporate finance including: portfolio theory, utility theory, Markowitz mean-variance analysis, capital asset pricing model, weighted average cost of capital, market efficiency and behavioural finance, capital structure and dividend policy, financial leverage and firm value. This course is designed for actuarial science students to receive finance component of VEE Accounting and Finance from the Society of Actuaries. The objective of this course is to introduce students to the fundamental principles of corporate finance. The course will provide students with a systematic framework within which to evaluate investment and financing decisions for corporations.","describe the tasks of a financial manager and the financial decisions made by a corporation; recall the use of present and future values in calculating the value of bonds and stocks; assess financial performance using various investment criteria and techniques of project analysis; analyze the mean-variance portfolio theory, capital asset pricing model and arbitrage pricing theory; identify the factors to be considered by a company when deciding on its capital structure and dividend policy, and also the impact of financial leverage and long/short term financing policies on capital structure; describe the various forms of market efficiency, and explain investor behaviour using behavioural finance theories; explain the core features of the utility theory"
