,Course Title,Course Description,Subject Domain,Course Code
568,Theory of Probability I,"Mathematical foundations of probability and stochastic processes; probability measures, random variables, distribution functions, convergence theory, the Central Limit Theorem, conditional expectation, and martingale theory. Same as STAT 551. Prerequisite: MATH 541 or consent of instructor.",Mathematics,MATH561
569,Risk Modeling and Analysis,"Quantitative tools for measuring risks and modeling dependencies. Topics include risk measures, stochastic orders, copulas, dependence measures, and their statistical inferences. Same as STAT 558. 4 graduate hours. No professional credit. Prerequisite: MATH 408 or MATH 461.",Mathematics,MATH563
570,Methods of Combinatorics,"Combinatorial methods and other mathematical methods for combinatorial problems. Enumeration by bijections and generating functions, probabilistic methods for existence proofs and asymptotic analysis, randomized algorithms, Ramsey's theorem and related topics, combinatorial designs and their applications, geometric problems and methods. Same as CS 575. Prerequisite: MATH 580 or consent of instructor.",Mathematics,MATH584
571,Mathematical Internship,"Full-time or part-time practice of graduate-level mathematics in an off-campus government, industrial, or research laboratory environment. Summary report required. 0 graduate credit. No professional credit. Approved for S/U grading only. May be repeated in separate terms.",Mathematics,MATH593
572,Advanced Topics in Mathematics,See Class Schedule for current topics. 1 to 4 graduate hours. No professional credit. May be repeated in the same or separate semesters. Prerequisite: Consent of instructor.,Mathematics,MATH595
573,Reading Course,"Independent study in Mathematics. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in the same or separate terms, with a maximum of 8 hours per semester. Prerequisite: Consent of instructor.",Mathematics,MATH597
574,Thesis Research,Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.,Mathematics,MATH599
575,Introductory Microbiology,"Introduction to the principal activities and properties of microorganisms, including bacteria, yeasts, molds, and viruses; consideration of the role of natural processes, such as photosynthesis; and man's use and control of microorganisms in the production of antibodies and vaccines in industrial fermentations, in sanitation and public health, and in agriculture. Credit is not given for both MCB 100 and MCB 300. Prerequisite: There are no prerequisites for MCB 100, but some chemistry is recommended.",Biology,MCB100
576,Intro Microbiology Laboratory,"Laboratory introduction to the techniques employed in the investigation of microbial activities and properties; experiments designed to familiarize the student with the handling, identification, and characterization of microorganisms and their activities, particularly those of interest to man. Credit is not given for both MCB 101 and MCB 301. Prerequisite: Credit or concurrent registration in MCB 100.",Biology,MCB101
577,Molec &amp; Cellular Basis of Life,"Introductory course focusing on the basic structure, metabolic, and molecular processes (including membranes, energy metabolism, genes) common to all cells. Emphasis on unique properties that differentiate the major sub-groups of organisms (Archaea, Bacteria, plants, and animals), and will discuss how cells are integrated into tissues and organs in multicellular organisms.",Biology,MCB150
578,Molec &amp; Cellular Laboratory,"Introductory laboratory course focusing on basic techniques in molecular and cellular biology. Credit is not given for MCB 151 for students majoring in Molecular and Cellular Biology, or Integrative Biology; Credit is not given for both MCB 151 and MCB 251. Prerequisite: Concurrent enrollment in MCB 150.",Biology,MCB151
579,Internship,"Full-time or part-time internship at another University or an off-campus medical facility, research institute or other approved institution. Approved for S/U grading only. May be repeated. Prerequisite: For MCB and Biochemistry majors only.",Biology,MCB198
580,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated to a maximum of 10 hours.,Biology,MCB199
581,Human Anatomy &amp; Physiology II,"Organ system biology with an emphasis on normal human anatomy and physiology, physiological processes and associated disease processes of the following systems: digestion, cardiovascular, respiratory, renal, and reproductive. Prerequisite: MCB 244 and credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent or consent of instructor.",Biology,MCB246
582,Human Anat &amp; Physiol Lab II,"Laboratory exploration of normal human anatomy and physiology and relevant disease processes for the following systems: digestive, cardiovascular, respiratory, renal, and reproductive. Previously dissected human cadavers are an important part of the learning experience in this course, but students will not dissect human cadavers. Neither animal dissection or animal use are elements of this course. Prerequisite: MCB 245 and credit or concurrent enrollment in CHEM 101, CHEM 102, or equivalent; or consent of instructor.",Biology,MCB247
583,Molecular Genetics,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor.",Biology,MCB250
584,Exp Techniqs in Molecular Biol,"Laboratory course emphasizing a range of molecular biology questions, and the experimental approaches and methodologies needed to answer these questions. Lectures will accompany labs to explain theoretical background and experimental rationale. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Credit is not given for both MCB 251 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 250 or consent of instructor.",Biology,MCB251
585,"Cells, Tissues &amp; Development","Functional organization and physiology of cells and tissues, including cellular signaling, cellular interactions, and developmental processes. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment.  Additional fees may apply. See Class Schedule. Prerequisite: MCB 250 or equivalent with consent of instructor.",Biology,MCB252
586,Exp Techniqs in Cellular Biol,"Laboratory course emphasizing experimental techniques in cellular biology, cellular physiology, and developmental biology. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Credit is not given for both MCB 253 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 252 or consent of instructor.",Biology,MCB253
587,Undergraduate Research,"Students assist in and /or conduct research under faculty supervision in an MCB research laboratory. The topics and nature of the work will vary but will be defined as work conducted in MCB research laboratories. For each hour of course credit in fall and spring terms, the student will be expected to complete 5 hours of work in the lab as directed. 75-80 total hours would be the expectation for 1 credit hour during 15-16 week terms. May be repeated to a maximum of 10 hours. Prerequisite: Consent of instructor.",Biology,MCB290
588,Experiential Learning in MCB,"Supervised experiential learning activity related to the major of or career development within Molecular and Cellular Biology. Requires an Experiential Learning Proposal prior to the term, a minimum time commitment of 75 documented hours per credit hour within the term, regular documentation and reflection within the term, and a final culminating project at the end of the term. Approved for S/U grading only. Prerequisite: Restricted to declared undergraduates in any School of MCB major.",Biology,MCB292
589,MCB Honors Discussion,"Honors discussion section associated with MCB 250, MCB 252, and MCB 354. Concurrent enrollment in the appropriate lecture course is required. May be repeated in separate terms to a maximum of 3 hours.",Biology,MCB297
590,MCB Honors Lab Discussion,Discussion section associated with the Honors lab sections of MCB 251 and MCB 253. Concurrent enrollment in the appropriate Honors lab section is required. May be repeated in separate terms to a maximum of 2 hours.,Biology,MCB298
591,MCB Merit Program Discussion,"Provides the extra earned credit hours for students enrolled in the Merit Program in MCB 250, MCB 252, or MCB 354. Approved for letter and S/U grading. May be repeated up to 6 hours in a semester, to a maximum of 10 total hours. Prerequisite: Consent of instructor.",Biology,MCB299
592,Microbiology,"Emphasizes fundamental concepts of microbiology, including nutrition, physiology, genetics, molecular biology, ecology and evolution of microorganisms, and their role in nature, human health and disease. Credit is not given for both MCB 300 and MCB 100. Prerequisite: MCB 250 and credit or concurrent registration in MCB 252 or consent of instructor.",Biology,MCB300
593,Experimental Microbiology,"Laboratory emphasizing the fundamentals of microbiology. Topics include growth, isolation, and identification of bacteria; restriction endonuclease analysis of DNA, genetic cloning, and gene transfer. Computer methods are used for the identification of microorganisms and for the analysis of recombinant DNA molecules. Prerequisite: MCB 250 and 251 and credit or concurrent registration in MCB 300, or consent of instructor.",Biology,MCB301
594,Genetics and Genomics,"Study of genetics as a discipline, genetic analysis as a tool to understand biology and the role of genome sciences in biology. Credit is not given for both MCB 317 and MCB 316. Prerequisite: MCB 250, MCB 251, MCB 252, and MCB 253; or consent of instructor.",Biology,MCB317
595,Mechanisms of Human Disease,"The advent of molecular biology and the Human Genome Project has dramatically increased our understanding of the mechanisms of human disease. The underlying molecular causes for many diseases have been elucidated. This course examines how abnormalities that occur at the molecular and cellular level manifest as pathologies affecting the structure and function of human tissues and organs. In addition, this course focuses on the pathophysiology of common human diseases and the environmental, genetic and epigenetic causes of specific disease types. Prerequisite: MCB 252 or consent of instructor.",Biology,MCB320
596,Biochem &amp; Phys Basis of Life,"Introduction to biochemistry and structural biology emphasizing the physical and chemical properties of macromolecules. Credit is not given for both MCB 354 and MCB 450. Prerequisite: CHEM 232 or CHEM 236, and MCB 250 and MCB 252, or consent of instructor.",Biology,MCB354
597,Eukaryotic Cell Biology Laboratory,"Laboratory course emphasizing biochemical, immunological and molecular biological techniques used to probe the molecules and processes of eukaryotic cells. Special emphasis will be given to the cell cycle, intracellular trafficking, and cellular differentiation. Students will also learn proper data handling and reporting techniques. Prerequisite: MCB 252 and MCB 253 or consent of instructor. Priority is given to undergraduate MCB and Biochemistry majors.",Biology,MCB364
598,Sys &amp; Integrative Physiology,"Examines human systems physiology. Topics to be covered include the nervous and endocrine systems, muscle physiology, cardiac physiology, respiratory physiology, blood and immune homeostasis, renal physiology, and gastrointestinal physiology and energy homeostasis. Special emphasis is on homeostatic control and integration of body systems in both health and disease. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Biology,MCB402
599,Gene Expression &amp; Regulation,"Provides in-depth and up-to-date coverage of gene expression and regulation. Lectures are centered on the principles of regulating gene expression in eukaryotic cells. The course covers macromolecule structure and function in gene expression; molecular mechanisms of the key gene expression events including transcription, RNA processing, localization and translation. Applications of these principles in medicine and therapeutics such as aging, cancer and drug design are also discussed. Same as BIOC 406. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 354 or consent of instructor.",Biology,MCB406
600,"Developmental Biology, Stem Cells and Regenerative Medicine","Survey of molecular and cellular mechanisms involved in development and growth of animals, as well as recent advancement in stem cell and Regenerative medicine research. Topics to be covered include fertilization and early cell lineage, body axis formation, gastrulation, neural induction and patterning, segmentation, and other aspects of pattern formation including organogenesis and limb development, as well as embryonic stem cells, induced pluripotent stem cells, adult stem cells, regeneration and regenerative medicine. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Biology,MCB410
601,Microbial Biochemistry,"Examines the biochemical ecology of diverse microbial groups with emphasis on anaerobic systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250 and MCB 354 or MCB 450, or consent of instructor.",Biology,MCB424
602,Bacterial Pathogenesis,"Emphasizes prokaryotes that cause important diseases in humans and other animals; host-parasite bacteriology; and chemistry and genetics of mechanisms of pathogenesis. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and MCB 354, or consent of instructor.",Biology,MCB426
603,Molecular Microbiology,"Modern contributions to the science of microbiology; emphasizes the structure, function, and synthesis of informational macromolecules and on the role microorganisms have played in molecular biology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and credit or concurrent registration in MCB 354, or consent of instructor.",Biology,MCB430
604,Food &amp; Industrial Microbiology,Same as FSHN 471. See FSHN 471.,Biology,MCB434
605,Evolution of Infectious Disease,"Understanding the evolution and ecology of the microbial world is of great importance to human health and the health of our planet. Students will explore the ecology and evolution principles that apply to viruses, microbial eukaryotes, archaea and bacteria. The primary literature on historical and emerging infectious diseases will be used to illustrate critical applications of these basic principles. Examples include applying genomics tools to understand the evolutionary basis for antibiotic resistance, the spread of emerging pathogens, and the ecology of probiotics and the human microbiome. The objective of this class is to better understand how humans shape the diversity and dynamics of the microbial world living in and around us every day. Same as IB 442. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 or consent of instructor.",Biology,MCB435
606,Comparative Immunobiology,Same as ANSC 450 and PATH 410. See ANSC 450.,Biology,MCB442
607,Physical Biochemistry,Same as CHEM 472 and BIOC 446. See BIOC 446.,Biology,MCB446
608,Introductory Biochemistry,"Chemistry and metabolism of carbohydrates, lipids, proteins, nucleic acids, vitamins, and coenzymes and their relation to the regulation and processes of organisms, cells, and subcellular components. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Credit is not given for both MCB 450 and MCB 354. Prerequisite: CHEM 232 or CHEM 236, or equivalent, or consent of instructor. Not intended for students in the MCB or biochemistry curricula.",Biology,MCB450
609,Integrative Neuroscience,"Employs integrative, multi-level systems approaches to nervous system and behavior. Focuses on neural circuits in sensory integration, pattern generation, the integration of sensation, internal states and learning in behavioral decision, the neuronal natures of pain, sleep, and biological rhythms, neuroeconomics, new vistas in neural modeling and interfacing brain and machine. Students are presented in neuroethological contexts of evolution and the economics of behavior and physiology. Same as NEUR 462. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor. May be taken concurrently with MCB 461.",Biology,MCB462
610,Human Metabolic Disease,"Examination of the molecular and physiological basis of human metabolic disease. Disruption of metabolic and energy homeostasis plays key roles leading to metabolic disorders. We will examine how lipid/glucose levels and energy balance are controlled in health and how they are abnormally regulated in disease sates. In addition, we will cover current topics related to control of metabolism including aging and circadian rhythms. Methodologies leading to scientific discoveries and potential preventive and therapeutic agents will also be discussed. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 252, or consent of instructor.",Biology,MCB465
611,Neuro &amp; Molecular Pharmacology,"Introduction to fundamental principles of pharmacology that provides a comprehensive understanding of the principles and concepts applied to modern pharmacology, including pharmacokinetics, pharmacodynamics, neuropharmacology, toxicology, drug development and clinical trials, and drugs targeting various diseases. Emphasis is placed on the mechanisms of action. The course will cover several classes of drugs, including anti-infective agents, autonomic/central nervous system modulators, neuropharmacology, anti-cancer therapeutics and drugs targeting the major organ systems of the body. In an active learning style, case studies and sample MCAT questions will be used to bring relevance to covered topics. This course is ideal for those interested in pharmacology, neuropharmacology, pharmacy, medicine, veterinary medicine, nursing, kinesiology, or graduate school in the life sciences. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 and MCB 354, or consent of instructor.",Biology,MCB466
612,Eukaryotic Cell Signaling,"General principles of molecular signaling regulating membrane, cytoplasmic, and nuclear events in eukaryotic cells with emphasis on mammalian systems. Contemporary methods of investigation and the principles of identifying and solving problems related to signal transduction will be emphasized. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Biology,MCB480
613,Senior Thesis,"Research conducted under the direction of a faculty member in the School of Molecular and Cellular Biology. Normally, the student enrolls in MCB 492 during the last semester on campus prior to graduation. In the semester preceding enrollment, interested students should consult with their faculty advisors concerning enrollment procedures. A minimum of 3 credit hours is required, and a thesis must be presented for credit to be received. Successful completion of MCB 492 is required in order to be eligible for graduation with distinction in MCB. 3 to 5 undergraduate hours. No graduate credit. Prerequisite: Two consecutive semesters of at least 2 credit hours of MCB 290 under the guidance of the same faculty member, or consent of instructor.",Biology,MCB492
614,Special Topics Mol Cell Biol,Discussion of current topics of interest within the broad domain of molecular and cellular biology; seminar or lecture format. Topics vary. May be repeated to a maximum of 12 hours. Prerequisite: Junior standing and consent of instructor.,Biology,MCB493
615,Special Topics in Cell and Developmental Biology,"Discussion of current topics of interest in higher eukaryotic cellular and molecular biology, development, neurobiology; seminar or lecture format. Topics vary. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated if topics vary, to a maximum of 8 hours. Prerequisite: Consent of instructor.",Biology,MCB529
616,Reproductive Physiol Seminar,Presentation and discussion of current literature as well as graduate student and staff research proposals and findings in reproductive physiology. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.,Biology,MCB530
617,Advanced Microbial Metabolism,Advanced primary literature-based discussion course on microbial metabolism. Graduate level companion course for MCB 424. Prerequisite: Concurrent or prior enrollment in MCB 424 or consent of instructor.,Biology,MCB534
618,Interdisciplinary Approaches to Neuroscience II,Same as NEUR 543 and PSYC 543. See NEUR 543.,Biology,MCB543
619,Bioinformatics,"Same as ANSC 543, CHBE 571, and STAT 530. See CHBE 571.",Biology,MCB571
620,Laboratory Rotation I,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets first five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 582.,Biology,MCB581
621,Laboratory Rotation II,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets second five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581.,Biology,MCB582
622,Laboratory Rotation III,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets third five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581 and MCB 582.,Biology,MCB583
623,Current Topics in Microbiology,"Discussions, reviews, and appraisal of special topics in microbiology and molecular biology; seminar or lecture. Topics vary. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: Consent of instructor.",Biology,MCB585
624,Individual Topics,Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.,Biology,MICR590
625,Microbiology Graduate Seminar,Required of all graduate students whose major is microbiology. Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.,Biology,MICR595
626,Thesis Research,Approved for S/U grading only. May be repeated.,Biology,MICR599
627,Fundamentals of Env Sci,"Introduction to environmental sciences and current environment issues. Topics include population growth, world food supplies, agriculture and the environment, biodiversity, fossil fuels and ""green"" energy issues, endangered and threatened species, water use, conservation and pollution, global warming, acid rain, ozone depletion, waste management and reduction, recycling, toxins and health, mineral resources, and environmental policies and regulations. Course addresses the complex relationships between the human race and the natural systems that contain our air, water, energy, and biotic and food resources. Credit is not given for both NRES 100 and NRES 102.",Earth Sciences,NRES100
628,Wildlife Conservation in the 21st Century,"An introduction to the conservation, diversity and ecology of animals. The diversity of fish, reptiles, amphibians, mammals, and birds both around the world and in Illinois will be explored. The course will have a strong conservation component where students are introduced to a variety of threats facing animals. The students will be introduced to how to manage sustainable wildlife populations. The students will be exposed to current issues in Illinois to illustrate how people and animals can co-occur and a broad overview of the management, restoration, and conservation techniques.",Earth Sciences,NRES101
629,Climate Change Impacts on Ecological Systems,"Examines the response of ecological systems to climate change by drawing on multiple lines of evidence from the past and present. Topics include species range shifts, timing of biological events, ecosystem function, and feedbacks. The implications for conservation, as well as approaches to mitigating and adapting to climate change, are also explored. Computer-based exercises are used to enhance quantitative reasoning skills and build climate and ecological literacy. Online only.",Earth Sciences,NRES105
630,Env Sc &amp; Nat Resource Careers,"Explores career options in the fields of Natural Resource Management and Environmental Sciences. Students will improve understanding of their career goals, expand their knowledge of careers available in these fields, improve their job searching skills, and develop a plan for pursuing a career. Approved for S/U grading only.",Earth Sciences,NRES108
631,Introductory Soils,"The nature and properties of soil including origin, formation, and biological, chemical, and physical aspects. Prerequisite: Successful completion of MATH 115, MATH 234, or equivalent and CHEM 102 is required. CHEM 104 is recommended.",Earth Sciences,NRES201
632,Environmental Economics,"Same as ACE 210, ECON 210, ENVS 210, and UP 210. See ACE 210.",Earth Sciences,NRES210
633,Communicating Agriculture,Same as AGCM 220 and ENVS 220. See AGCM 220.,Earth Sciences,NRES220
634,Watching the Environment,Same as MDIA 223. See MDIA 223.,Earth Sciences,NRES223
635,Nature and American Culture,Same as LA 242 and RST 242. See RST 242.,Earth Sciences,NRES242
636,Field Experience,"Field based course that exposes students to procedures and methods used in various resource settings in a hands-on manner. Includes weekly field trips to visit representative natural resource and environmental science settings with supporting laboratory exercises. Content of offerings vary by section, but all focus on resource management, environmental quality and assessment, and effects of consumption and use on the environment. Field trips required. Additional fees may apply. See Class Schedule. May be repeated in separate semesters to a maximum of 6 hours. Prerequisite: NRES 201 and NRES 219.",Earth Sciences,NRES285
637,Environment and Society,"Examination of the relationship between environment and society and implications for ecological and human well-being. Social science perspective covered on topics such as environmental change, environmental decision-making, natural resource management, agricultural systems, and environmental risks, hazards, and disasters. Students will build critical thinking skills focused on contemporary problems in the interface between people and the physical environment. Same as ESE 287, GEOG 287, and PS 273. Prerequisite: NRES 102 and sophomore or higher standing. Introductory social science course recommended.",Earth Sciences,NRES287
638,Professional Internship,Off-campus experience in a field directly pertaining to a subject matter in natural resources and environmental sciences. Approved for Letter and S/U grading. May be repeated in separate terms up to 4 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Consent of academic advisor or Department Internship Coordinator.,Earth Sciences,NRES293
639,Resident Internship,"Supervised, on-campus, learning experience with faculty engaged in research. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 4 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Consent of academic advisor or Department Internship Coordinator.",Earth Sciences,NRES294
640,Undergrad Research or Thesis,"Individual research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated up to 4 hours in the same term to a maximum of 12 hours in separate terms. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Junior standing, cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.",Earth Sciences,NRES295
641,Natural Resource Economics,Same as ACE 310 and ENVS 310. See ACE 310.,Earth Sciences,NRES310
642,Natural Resource Policy Mgmt,"Explores policy processes and institutions relating to allocation, utilization, and preservation of natural resources. Considers conceptual models of policy processes, and examines both historical examples and current issues. Prerequisite: ECON 102 or ACE 100.",Earth Sciences,NRES325
643,Environ Social Sci Res Meth,"Introduction to social science research methods for addressing environmental issues. It provides basic information about social science concepts and methods (especially observation, surveys, focus groups, and interviews), helps students become informed users of social science research, and guides selection of appropriate social science tools to meet environmental challenges. A group focus on a local environmental issue offers a practical experience in which course content is applied within a specific community context. Field trips within the local community may be required. Additional fees may apply. See Class Schedule. Prerequisite: STAT 100 or equivalent.",Earth Sciences,NRES340
644,Ecology of Invasive Species,"Focused on the ecology and management of biological invasions, with an emphasis on understanding the introduction, establishment, spread and impact stages of the invasion process. Students will identify the causes and impacts of biological invasions, as well as management strategies for preventing new invasions and mitigating impacts of established invaders in freshwater, marine, and terrestrial ecosystems. No special equipment will be required, and any optional, weekend field trips will occur on campus. Prerequisite: NRES 219 or similar introductory course in ecology.",Earth Sciences,NRES362
645,UG Honors Research or Thesis,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated in the same or separate terms to a maximum of 12 hours. Credit is not given for more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward degree. Prerequisite: This course is restricted to students who have junior or senior standing, admission to the ACES Honors Program, and consent of instructor.",Earth Sciences,NRES396
646,Wildlife Population Ecology,"This course includes the application of principles of population biology to the analysis, management, and conservation of wildlife populations, models of population growth, spatio-temporal variation in abundances, estimation of demographic parameters and methods of decision-making. 4 undergraduate hours. 4 graduate hours. Prerequisite: NRES 348. One semester of calculus or statistics is recommended.",Earth Sciences,NRES407
647,Env and Plant Ecosystems,Relationships among environmental factors and plant processes and functions; impact of human activities on the environment and the structure and function of plant ecosystems. Examples will be drawn from a variety of managed and unmanaged plant ecosystems. Field trip required. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 219 or LA 450 or IB 103 and CHEM 104 or NRES 201.,Earth Sciences,NRES419
648,Restoration Ecology,"Historical development of ecological restoration, its philosophical foundation, multi-disciplinary borrowings from the natural, applied, and social sciences, and varied practical applications, with emphasis on the application of ecological principles. Case studies, field trips, and laboratory activities on restoration planning. Field trip required. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: NRES 219 or LA 450.",Earth Sciences,NRES420
649,Plants and Global Change,Same as CPSC 431 and IB 440. See CPSC 431.,Earth Sciences,NRES431
650,Soil Nutrient Cycling,"The ecology of decomposition and plant nutrient acquisition in terrestrial soils will be addressed using applied ecology concepts. Discussion will focus on the scientific literature addressing biological, physical, and chemical controls over nutrient availability in soils. Writing assignments will teach students to summarize scientific literature. Students will learn about analytical and quantitative methods used in this field of study and gain the interpretive and communication skills needed to assess and/or carry out applied research in plant and soil science arenas. Same as CPSC 438. 3 undergraduate hours. 3 graduate hours. Offered in alternate years. Prerequisite: IB 203 or NRES 219, and NRES 201.",Earth Sciences,NRES438
651,Biogeography,"Same as ANTH 436, ESE 439, GEOG 436 and IB 439. See IB 439.",Earth Sciences,NRES441
652,Sustainable Planning Seminar,"Same as GEOG 446, LA 446, and UP 446. See LA 446.",Earth Sciences,NRES446
653,Adv GIS for Nat Res Planning,"Examines the application of Geographic Information Systems (GIS) to natural resource planning and decision making. Integrates principles of decision making in various contexts: public and private, single and multiple criteria, and various forms of management constraints. Management alternatives are then incorporated into a GIS system for further review and analysis. Course combines GIS software with computer-based optimization and quantitative decision making models. 2 undergraduate hours. 2 graduate hours. Offered in alternate years. Prerequisite: GEOG 479 or NRES 454.",Earth Sciences,NRES455
654,Integrative Ecosystem Management,"Examines ecological and human dimensions of ecosystem management, with a strong emphasis on national and international case studies. Capstone course for seniors in the NRES major. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: Senior standing; NRES 219 and NRES 287.",Earth Sciences,NRES456
655,Ornithology,Same as IB 461. See IB 461.,Earth Sciences,NRES461
656,Environmental Psychology,"Theory and research in environmental psychology. Topics include environmental perception, cognition, experience, values and emotion, perceived environmental quality, environmental hazards and risk perception, and conservation attitudes and behavior. Same as PSYC 472. 4 undergraduate hours. 4 graduate hours. Prerequisite: Jr. standing: PSYC 100 or PSYC 103.",Earth Sciences,NRES472
657,Soil and Water Conservation,"Application of principles of soil conservation and management to the solution of land-use problems; influence of soil characteristics on erosion control, cropping intensity, water management, and land-use planning. Includes a field trip. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 201.",Earth Sciences,NRES474
658,Environmental Microbiology,"Introduction to the diversity of microbial populations and their important role in environmental processes in air, water, soils, and sediments. Microbial community ecology and interactions with plants and animals will also be discussed. Students will learn how microbial activities sustain natural ecosystems and contribute to environmental quality, and also how these functions are harnessed to support managed and artificial systems. Molecular biology techniques for investigating microbial communities and their activities will also be discussed. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 201 and CHEM 104.",Earth Sciences,NRES475
659,Stream Ecosystem Management,"This course relates the structure and function of streams and rivers to challenges and opportunities in their conservation, management, and restoration using a combination of readings, discussions, and field trips to study sites. Students will develop an integrative understanding of stream and river ecosystem management from the site to watershed scale on issues spanning from nutrient pollution, to the natural flow regime, to the design and implementation of freshwater protected areas. No special equipment will be required. Three required field trips will occur on or near campus. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: NRES 219 or similar introductory course in ecology.",Earth Sciences,NRES485
660,Soil Fertility and Fertilizers,"Provides a broad-based understanding of the basic principles of soil fertility and their application. Coverage includes the occurrence, cycling, and plant availability of the essential mineral nutrients in soils; fertilizer sources, soil reactions, and efficiency; evaluating fertilizer and lime needs; methods of fertilizer application; and the economics of fertilization. Same as CPSC 488. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 201.",Earth Sciences,NRES488
661,Surface Water System Chemistry,"Examines the interaction of chemical and biological processes that govern the chemistry of streams, lakes, and wetlands, and the response of aquatic organisms to pollution. Chemical equilibrium and kinetic principles are used to analyze the behavior of surface water systems through the use of models. Topics include modeling of field studies in environmental inorganic chemistry and biogeochemistry. The laboratory section will be devoted to instruction in the use of computer models and to their practical application. 4 undergraduate hours. 4 graduate hours. Credit not given for both NRES 490 and CEE 443. Prerequisite: CHEM 104; one of MATH 220, MATH 221, MATH 234.",Earth Sciences,NRES490
662,Special Topics,Experimental course on a special topic in natural resources and environmental sciences. Additional fees may apply. See Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 12 hours as topics vary.,Earth Sciences,NRES499
