,Course Description,Subject Domain
933,"Laboratory course emphasizing a range of molecular biology questions, and the experimental approaches and methodologies needed to answer these questions. Lectures will accompany labs to explain theoretical background and experimental rationale. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Credit is not given for both MCB 251 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 250 or consent of instructor.",Biology
934,"Functional organization and physiology of cells and tissues, including cellular signaling, cellular interactions, and developmental processes. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment.  Additional fees may apply. See Class Schedule. Prerequisite: MCB 250 or equivalent with consent of instructor.",Biology
935,"Laboratory course emphasizing experimental techniques in cellular biology, cellular physiology, and developmental biology. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. Credit is not given for both MCB 253 and MCB 151. Prerequisite: Concurrent or prior enrollment in MCB 252 or consent of instructor.",Biology
936,"Students assist in and /or conduct research under faculty supervision in an MCB research laboratory. The topics and nature of the work will vary but will be defined as work conducted in MCB research laboratories. For each hour of course credit in fall and spring terms, the student will be expected to complete 5 hours of work in the lab as directed. 75-80 total hours would be the expectation for 1 credit hour during 15-16 week terms. May be repeated to a maximum of 10 hours. Prerequisite: Consent of instructor.",Biology
937,"Supervised experiential learning activity related to the major of or career development within Molecular and Cellular Biology. Requires an Experiential Learning Proposal prior to the term, a minimum time commitment of 75 documented hours per credit hour within the term, regular documentation and reflection within the term, and a final culminating project at the end of the term. Approved for S/U grading only. Prerequisite: Restricted to declared undergraduates in any School of MCB major.",Biology
938,"Honors discussion section associated with MCB 250, MCB 252, and MCB 354. Concurrent enrollment in the appropriate lecture course is required. May be repeated in separate terms to a maximum of 3 hours.",Biology
939,Discussion section associated with the Honors lab sections of MCB 251 and MCB 253. Concurrent enrollment in the appropriate Honors lab section is required. May be repeated in separate terms to a maximum of 2 hours.,Biology
940,"Provides the extra earned credit hours for students enrolled in the Merit Program in MCB 250, MCB 252, or MCB 354. Approved for letter and S/U grading. May be repeated up to 6 hours in a semester, to a maximum of 10 total hours. Prerequisite: Consent of instructor.",Biology
941,"Emphasizes fundamental concepts of microbiology, including nutrition, physiology, genetics, molecular biology, ecology and evolution of microorganisms, and their role in nature, human health and disease. Credit is not given for both MCB 300 and MCB 100. Prerequisite: MCB 250 and credit or concurrent registration in MCB 252 or consent of instructor.",Biology
942,"Laboratory emphasizing the fundamentals of microbiology. Topics include growth, isolation, and identification of bacteria; restriction endonuclease analysis of DNA, genetic cloning, and gene transfer. Computer methods are used for the identification of microorganisms and for the analysis of recombinant DNA molecules. Prerequisite: MCB 250 and 251 and credit or concurrent registration in MCB 300, or consent of instructor.",Biology
943,"Study of genetics as a discipline, genetic analysis as a tool to understand biology and the role of genome sciences in biology. Credit is not given for both MCB 317 and MCB 316. Prerequisite: MCB 250, MCB 251, MCB 252, and MCB 253; or consent of instructor.",Biology
944,"The advent of molecular biology and the Human Genome Project has dramatically increased our understanding of the mechanisms of human disease. The underlying molecular causes for many diseases have been elucidated. This course examines how abnormalities that occur at the molecular and cellular level manifest as pathologies affecting the structure and function of human tissues and organs. In addition, this course focuses on the pathophysiology of common human diseases and the environmental, genetic and epigenetic causes of specific disease types. Prerequisite: MCB 252 or consent of instructor.",Biology
945,"Introduction to biochemistry and structural biology emphasizing the physical and chemical properties of macromolecules. Credit is not given for both MCB 354 and MCB 450. Prerequisite: CHEM 232 or CHEM 236, and MCB 250 and MCB 252, or consent of instructor.",Biology
946,"Laboratory course emphasizing biochemical, immunological and molecular biological techniques used to probe the molecules and processes of eukaryotic cells. Special emphasis will be given to the cell cycle, intracellular trafficking, and cellular differentiation. Students will also learn proper data handling and reporting techniques. Prerequisite: MCB 252 and MCB 253 or consent of instructor. Priority is given to undergraduate MCB and Biochemistry majors.",Biology
947,"Examines human systems physiology. Topics to be covered include the nervous and endocrine systems, muscle physiology, cardiac physiology, respiratory physiology, blood and immune homeostasis, renal physiology, and gastrointestinal physiology and energy homeostasis. Special emphasis is on homeostatic control and integration of body systems in both health and disease. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Biology
948,"Provides in-depth and up-to-date coverage of gene expression and regulation. Lectures are centered on the principles of regulating gene expression in eukaryotic cells. The course covers macromolecule structure and function in gene expression; molecular mechanisms of the key gene expression events including transcription, RNA processing, localization and translation. Applications of these principles in medicine and therapeutics such as aging, cancer and drug design are also discussed. Same as BIOC 406. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 354 or consent of instructor.",Biology
949,"Survey of molecular and cellular mechanisms involved in development and growth of animals, as well as recent advancement in stem cell and Regenerative medicine research. Topics to be covered include fertilization and early cell lineage, body axis formation, gastrulation, neural induction and patterning, segmentation, and other aspects of pattern formation including organogenesis and limb development, as well as embryonic stem cells, induced pluripotent stem cells, adult stem cells, regeneration and regenerative medicine. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Biology
950,"Examines the biochemical ecology of diverse microbial groups with emphasis on anaerobic systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250 and MCB 354 or MCB 450, or consent of instructor.",Biology
951,"Emphasizes prokaryotes that cause important diseases in humans and other animals; host-parasite bacteriology; and chemistry and genetics of mechanisms of pathogenesis. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and MCB 354, or consent of instructor.",Biology
952,"Modern contributions to the science of microbiology; emphasizes the structure, function, and synthesis of informational macromolecules and on the role microorganisms have played in molecular biology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and credit or concurrent registration in MCB 354, or consent of instructor.",Biology
953,Same as FSHN 471. See FSHN 471.,Biology
954,"Understanding the evolution and ecology of the microbial world is of great importance to human health and the health of our planet. Students will explore the ecology and evolution principles that apply to viruses, microbial eukaryotes, archaea and bacteria. The primary literature on historical and emerging infectious diseases will be used to illustrate critical applications of these basic principles. Examples include applying genomics tools to understand the evolutionary basis for antibiotic resistance, the spread of emerging pathogens, and the ecology of probiotics and the human microbiome. The objective of this class is to better understand how humans shape the diversity and dynamics of the microbial world living in and around us every day. Same as IB 442. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 or consent of instructor.",Biology
955,Same as ANSC 450 and PATH 410. See ANSC 450.,Biology
956,Same as CHEM 472 and BIOC 446. See BIOC 446.,Biology
957,"Chemistry and metabolism of carbohydrates, lipids, proteins, nucleic acids, vitamins, and coenzymes and their relation to the regulation and processes of organisms, cells, and subcellular components. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Credit is not given for both MCB 450 and MCB 354. Prerequisite: CHEM 232 or CHEM 236, or equivalent, or consent of instructor. Not intended for students in the MCB or biochemistry curricula.",Biology
958,"Employs integrative, multi-level systems approaches to nervous system and behavior. Focuses on neural circuits in sensory integration, pattern generation, the integration of sensation, internal states and learning in behavioral decision, the neuronal natures of pain, sleep, and biological rhythms, neuroeconomics, new vistas in neural modeling and interfacing brain and machine. Students are presented in neuroethological contexts of evolution and the economics of behavior and physiology. Same as NEUR 462. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor. May be taken concurrently with MCB 461.",Biology
959,"Examination of the molecular and physiological basis of human metabolic disease. Disruption of metabolic and energy homeostasis plays key roles leading to metabolic disorders. We will examine how lipid/glucose levels and energy balance are controlled in health and how they are abnormally regulated in disease sates. In addition, we will cover current topics related to control of metabolism including aging and circadian rhythms. Methodologies leading to scientific discoveries and potential preventive and therapeutic agents will also be discussed. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 252, or consent of instructor.",Biology
960,"Introduction to fundamental principles of pharmacology that provides a comprehensive understanding of the principles and concepts applied to modern pharmacology, including pharmacokinetics, pharmacodynamics, neuropharmacology, toxicology, drug development and clinical trials, and drugs targeting various diseases. Emphasis is placed on the mechanisms of action. The course will cover several classes of drugs, including anti-infective agents, autonomic/central nervous system modulators, neuropharmacology, anti-cancer therapeutics and drugs targeting the major organ systems of the body. In an active learning style, case studies and sample MCAT questions will be used to bring relevance to covered topics. This course is ideal for those interested in pharmacology, neuropharmacology, pharmacy, medicine, veterinary medicine, nursing, kinesiology, or graduate school in the life sciences. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 and MCB 354, or consent of instructor.",Biology
961,"General principles of molecular signaling regulating membrane, cytoplasmic, and nuclear events in eukaryotic cells with emphasis on mammalian systems. Contemporary methods of investigation and the principles of identifying and solving problems related to signal transduction will be emphasized. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Biology
962,"Research conducted under the direction of a faculty member in the School of Molecular and Cellular Biology. Normally, the student enrolls in MCB 492 during the last semester on campus prior to graduation. In the semester preceding enrollment, interested students should consult with their faculty advisors concerning enrollment procedures. A minimum of 3 credit hours is required, and a thesis must be presented for credit to be received. Successful completion of MCB 492 is required in order to be eligible for graduation with distinction in MCB. 3 to 5 undergraduate hours. No graduate credit. Prerequisite: Two consecutive semesters of at least 2 credit hours of MCB 290 under the guidance of the same faculty member, or consent of instructor.",Biology
963,Discussion of current topics of interest within the broad domain of molecular and cellular biology; seminar or lecture format. Topics vary. May be repeated to a maximum of 12 hours. Prerequisite: Junior standing and consent of instructor.,Biology
964,"Discussion of current topics of interest in higher eukaryotic cellular and molecular biology, development, neurobiology; seminar or lecture format. Topics vary. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated if topics vary, to a maximum of 8 hours. Prerequisite: Consent of instructor.",Biology
965,Presentation and discussion of current literature as well as graduate student and staff research proposals and findings in reproductive physiology. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.,Biology
966,Advanced primary literature-based discussion course on microbial metabolism. Graduate level companion course for MCB 424. Prerequisite: Concurrent or prior enrollment in MCB 424 or consent of instructor.,Biology
967,Same as NEUR 543 and PSYC 543. See NEUR 543.,Biology
968,"Same as ANSC 543, CHBE 571, and STAT 530. See CHBE 571.",Biology
969,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets first five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 582.,Biology
970,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets second five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581.,Biology
971,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets third five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581 and MCB 582.,Biology
972,"Discussions, reviews, and appraisal of special topics in microbiology and molecular biology; seminar or lecture. Topics vary. 1 graduate hour. No professional credit. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: Consent of instructor.",Biology
973,Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.,Biology
974,Required of all graduate students whose major is microbiology. Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.,Biology
975,"Introduction to environmental sciences and current environment issues. Topics include population growth, world food supplies, agriculture and the environment, biodiversity, fossil fuels and ""green"" energy issues, endangered and threatened species, water use, conservation and pollution, global warming, acid rain, ozone depletion, waste management and reduction, recycling, toxins and health, mineral resources, and environmental policies and regulations. Course addresses the complex relationships between the human race and the natural systems that contain our air, water, energy, and biotic and food resources. Credit is not given for both NRES 100 and NRES 102.",Earth Sciences
976,"An introduction to the conservation, diversity and ecology of animals. The diversity of fish, reptiles, amphibians, mammals, and birds both around the world and in Illinois will be explored. The course will have a strong conservation component where students are introduced to a variety of threats facing animals. The students will be introduced to how to manage sustainable wildlife populations. The students will be exposed to current issues in Illinois to illustrate how people and animals can co-occur and a broad overview of the management, restoration, and conservation techniques.",Earth Sciences
977,"Examines the response of ecological systems to climate change by drawing on multiple lines of evidence from the past and present. Topics include species range shifts, timing of biological events, ecosystem function, and feedbacks. The implications for conservation, as well as approaches to mitigating and adapting to climate change, are also explored. Computer-based exercises are used to enhance quantitative reasoning skills and build climate and ecological literacy. Online only.",Earth Sciences
978,"Explores career options in the fields of Natural Resource Management and Environmental Sciences. Students will improve understanding of their career goals, expand their knowledge of careers available in these fields, improve their job searching skills, and develop a plan for pursuing a career. Approved for S/U grading only.",Earth Sciences
979,"The nature and properties of soil including origin, formation, and biological, chemical, and physical aspects. Prerequisite: Successful completion of MATH 115, MATH 234, or equivalent and CHEM 102 is required. CHEM 104 is recommended.",Earth Sciences
980,"Same as ACE 210, ECON 210, ENVS 210, and UP 210. See ACE 210.",Earth Sciences
981,Same as AGCM 220 and ENVS 220. See AGCM 220.,Earth Sciences
982,Same as MDIA 223. See MDIA 223.,Earth Sciences
983,Same as LA 242 and RST 242. See RST 242.,Earth Sciences
984,"Field based course that exposes students to procedures and methods used in various resource settings in a hands-on manner. Includes weekly field trips to visit representative natural resource and environmental science settings with supporting laboratory exercises. Content of offerings vary by section, but all focus on resource management, environmental quality and assessment, and effects of consumption and use on the environment. Field trips required. Additional fees may apply. See Class Schedule. May be repeated in separate semesters to a maximum of 6 hours. Prerequisite: NRES 201 and NRES 219.",Earth Sciences
985,"Examination of the relationship between environment and society and implications for ecological and human well-being. Social science perspective covered on topics such as environmental change, environmental decision-making, natural resource management, agricultural systems, and environmental risks, hazards, and disasters. Students will build critical thinking skills focused on contemporary problems in the interface between people and the physical environment. Same as ESE 287, GEOG 287, and PS 273. Prerequisite: NRES 102 and sophomore or higher standing. Introductory social science course recommended.",Earth Sciences
986,Off-campus experience in a field directly pertaining to a subject matter in natural resources and environmental sciences. Approved for Letter and S/U grading. May be repeated in separate terms up to 4 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Consent of academic advisor or Department Internship Coordinator.,Earth Sciences
987,"Supervised, on-campus, learning experience with faculty engaged in research. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 4 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Consent of academic advisor or Department Internship Coordinator.",Earth Sciences
988,"Individual research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. May be repeated up to 4 hours in the same term to a maximum of 12 hours in separate terms. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Junior standing, cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.",Earth Sciences
989,Same as ACE 310 and ENVS 310. See ACE 310.,Earth Sciences
990,"Explores policy processes and institutions relating to allocation, utilization, and preservation of natural resources. Considers conceptual models of policy processes, and examines both historical examples and current issues. Prerequisite: ECON 102 or ACE 100.",Earth Sciences
991,"Introduction to social science research methods for addressing environmental issues. It provides basic information about social science concepts and methods (especially observation, surveys, focus groups, and interviews), helps students become informed users of social science research, and guides selection of appropriate social science tools to meet environmental challenges. A group focus on a local environmental issue offers a practical experience in which course content is applied within a specific community context. Field trips within the local community may be required. Additional fees may apply. See Class Schedule. Prerequisite: STAT 100 or equivalent.",Earth Sciences
992,"Focused on the ecology and management of biological invasions, with an emphasis on understanding the introduction, establishment, spread and impact stages of the invasion process. Students will identify the causes and impacts of biological invasions, as well as management strategies for preventing new invasions and mitigating impacts of established invaders in freshwater, marine, and terrestrial ecosystems. No special equipment will be required, and any optional, weekend field trips will occur on campus. Prerequisite: NRES 219 or similar introductory course in ecology.",Earth Sciences
993,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated in the same or separate terms to a maximum of 12 hours. Credit is not given for more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward degree. Prerequisite: This course is restricted to students who have junior or senior standing, admission to the ACES Honors Program, and consent of instructor.",Earth Sciences
994,"This course includes the application of principles of population biology to the analysis, management, and conservation of wildlife populations, models of population growth, spatio-temporal variation in abundances, estimation of demographic parameters and methods of decision-making. 4 undergraduate hours. 4 graduate hours. Prerequisite: NRES 348. One semester of calculus or statistics is recommended.",Earth Sciences
995,Relationships among environmental factors and plant processes and functions; impact of human activities on the environment and the structure and function of plant ecosystems. Examples will be drawn from a variety of managed and unmanaged plant ecosystems. Field trip required. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 219 or LA 450 or IB 103 and CHEM 104 or NRES 201.,Earth Sciences
996,"Historical development of ecological restoration, its philosophical foundation, multi-disciplinary borrowings from the natural, applied, and social sciences, and varied practical applications, with emphasis on the application of ecological principles. Case studies, field trips, and laboratory activities on restoration planning. Field trip required. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: NRES 219 or LA 450.",Earth Sciences
997,Same as CPSC 431 and IB 440. See CPSC 431.,Earth Sciences
998,"The ecology of decomposition and plant nutrient acquisition in terrestrial soils will be addressed using applied ecology concepts. Discussion will focus on the scientific literature addressing biological, physical, and chemical controls over nutrient availability in soils. Writing assignments will teach students to summarize scientific literature. Students will learn about analytical and quantitative methods used in this field of study and gain the interpretive and communication skills needed to assess and/or carry out applied research in plant and soil science arenas. Same as CPSC 438. 3 undergraduate hours. 3 graduate hours. Offered in alternate years. Prerequisite: IB 203 or NRES 219, and NRES 201.",Earth Sciences
999,"Same as ANTH 436, ESE 439, GEOG 436 and IB 439. See IB 439.",Earth Sciences
1000,"Same as GEOG 446, LA 446, and UP 446. See LA 446.",Earth Sciences
1001,"Examines the application of Geographic Information Systems (GIS) to natural resource planning and decision making. Integrates principles of decision making in various contexts: public and private, single and multiple criteria, and various forms of management constraints. Management alternatives are then incorporated into a GIS system for further review and analysis. Course combines GIS software with computer-based optimization and quantitative decision making models. 2 undergraduate hours. 2 graduate hours. Offered in alternate years. Prerequisite: GEOG 479 or NRES 454.",Earth Sciences
1002,"Examines ecological and human dimensions of ecosystem management, with a strong emphasis on national and international case studies. Capstone course for seniors in the NRES major. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: Senior standing; NRES 219 and NRES 287.",Earth Sciences
1003,Same as IB 461. See IB 461.,Earth Sciences
1004,"Theory and research in environmental psychology. Topics include environmental perception, cognition, experience, values and emotion, perceived environmental quality, environmental hazards and risk perception, and conservation attitudes and behavior. Same as PSYC 472. 4 undergraduate hours. 4 graduate hours. Prerequisite: Jr. standing: PSYC 100 or PSYC 103.",Earth Sciences
1005,"Application of principles of soil conservation and management to the solution of land-use problems; influence of soil characteristics on erosion control, cropping intensity, water management, and land-use planning. Includes a field trip. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 201.",Earth Sciences
1006,"Introduction to the diversity of microbial populations and their important role in environmental processes in air, water, soils, and sediments. Microbial community ecology and interactions with plants and animals will also be discussed. Students will learn how microbial activities sustain natural ecosystems and contribute to environmental quality, and also how these functions are harnessed to support managed and artificial systems. Molecular biology techniques for investigating microbial communities and their activities will also be discussed. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 201 and CHEM 104.",Earth Sciences
1007,"This course relates the structure and function of streams and rivers to challenges and opportunities in their conservation, management, and restoration using a combination of readings, discussions, and field trips to study sites. Students will develop an integrative understanding of stream and river ecosystem management from the site to watershed scale on issues spanning from nutrient pollution, to the natural flow regime, to the design and implementation of freshwater protected areas. No special equipment will be required. Three required field trips will occur on or near campus. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: NRES 219 or similar introductory course in ecology.",Earth Sciences
1008,"Provides a broad-based understanding of the basic principles of soil fertility and their application. Coverage includes the occurrence, cycling, and plant availability of the essential mineral nutrients in soils; fertilizer sources, soil reactions, and efficiency; evaluating fertilizer and lime needs; methods of fertilizer application; and the economics of fertilization. Same as CPSC 488. 3 undergraduate hours. 3 graduate hours. Prerequisite: NRES 201.",Earth Sciences
1009,"Examines the interaction of chemical and biological processes that govern the chemistry of streams, lakes, and wetlands, and the response of aquatic organisms to pollution. Chemical equilibrium and kinetic principles are used to analyze the behavior of surface water systems through the use of models. Topics include modeling of field studies in environmental inorganic chemistry and biogeochemistry. The laboratory section will be devoted to instruction in the use of computer models and to their practical application. 4 undergraduate hours. 4 graduate hours. Credit not given for both NRES 490 and CEE 443. Prerequisite: CHEM 104; one of MATH 220, MATH 221, MATH 234.",Earth Sciences
1010,Experimental course on a special topic in natural resources and environmental sciences. Additional fees may apply. See Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 12 hours as topics vary.,Earth Sciences
1011,Exposure to current research and specialized topics in natural resources and environmental sciences through attending/viewing and responding to the NRES seminar series. 0 to 1 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.,Earth Sciences
1012,"Individual studies or investigations in selected branches of horticulture, natural resources, and environmental sciences. Approved for letter and S/U grading. May be repeated. No more than 8 hours may be counted toward an MS degree.",Earth Sciences
1013,"Theory and practice of research methods in natural resources, ecology, and environmental sciences. Provides an overview of experimental design and sampling techniques, and includes discussions of discipline-specific statistical methods. Prerequisite: One upper division course is recommended.",Earth Sciences
1014,A supervised individual investigative study in selected areas of natural resources and environmental sciences relevant to the student's career preparation. Open only to NRES graduate students. A capstone paper and successful completion of an oral exam is required to earn credit for this course and also serves as the final requirement to complete the non-thesis master's program. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. Credit is not given for both NRES 503 and NRES 505 or NRES 507. Prerequisite: Consent of the Academic and Research Advisors.,Earth Sciences
1015,A formalized learning experience in an appropriate supervised internship related to the student's career preparation in natural resources and environmental sciences. Open only to NRES graduate students. A capstone paper and successful completion of an oral exam is required to earn credit for this course and also serves as the final requirement to complete the non-thesis master's program. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. Credit is not given for both NRES 505 and either NRES 503 or NRES 507. Prerequisite: Consent of Academic Advisor.,Earth Sciences
1016,"A supervised collaborative learning experience in which students work together to design, conduct, and present professional interdisciplinary research related to the students' career preparation in natural resources and environmental sciences. Group project may involve collaboration with outside clients, which include industry, government, and non-governmental organizations. Only open to NRES graduate students pursuing a non-thesis M.S. A capstone paper and successful completion of an oral exam is required of each student to earn credit for this course and also serves as the final requirement to complete the non-thesis master's program. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. Credit is not given for both NRES 507 and either NRES 503 or NRES 505. Prerequisite: Consent of the Academic and Research Advisors.",Earth Sciences
1017,"Provides a thorough foundation of fundamental ecological principles that govern the distribution and abundance of organisms with extra attention to applied ecology as it pertains to current-day ecological problems. The approach will include lectures, discussions, hands-on evaluation and interpretation of data and experimental design presented in case studies, and design and implementation of an independent research project. Prerequisite: At least one undergraduate or graduate course in biology or ecology.",Earth Sciences
1018,"Discussion of recent developments and current literature in natural resources and environmental sciences, with a term-long emphasis on a particular aspect of the subject matter. Approved for Letter and S/U grading. May be repeated to a maximum of 4 hours.",Earth Sciences
1019,"The chemistry of essential plant nutrients in soils, and their quantitative relationships to plant growth. Offered in alternate years. Prerequisite: NRES 201 and CHEM 222.",Earth Sciences
1020,Same as CEE 592 and UP 576. See CEE 592.,Earth Sciences
1021,"The philosophy and components of graduate education with development of the principles useful in teaching, research, and extension in horticulture, natural resources and environmental sciences. Students will be required to develop and submit a proposal describing planned research for their M.S. or Ph.D. thesis. Approved for S/U grading only.",Earth Sciences
1022,Experimental course on a special topic in natural resources and environmental sciences. May be repeated to a maximum of 12 hours.,Earth Sciences
1023,"Research conducted in various phases of horticulture, natural resources, and environmental sciences leading to a thesis in natural resources and environmental sciences. Approved for S/U grading only. May be repeated.",Earth Sciences
1024,Same as FSHN 426. See FSHN 426.,Nutritional Science
1025,Same as FSHN 427. See FSHN 427.,Nutritional Science
1026,Discussions of current problems in nutritional sciences. Approved for S/U grading only. May be repeated. Required of all graduate students in the nutritional sciences program.,Nutritional Science
1027,Current topics in nutritional sciences research. Same as ANSC 525 and FSHN 510. 1 to 3 graduate hours. No professional credit. May be repeated in the same term to a maximum of 3 hours and in separate terms to a maximum of 9 hours. Prerequisite: Advanced Biochemistry.,Nutritional Science
1028,"Biochemical and molecular regulatory mechanisms of macronutrient metabolism under various physiological conditions in mammalian species, including humans. Same as ANSC 521 and FSHN 511. 4 graduate hours. No professional credit. Prerequisite: MCB 450, MCB 244, MCB 246 and FSHN 426/ANSC 520 (or equivalent courses in biochemistry, physiology and nutrition). Second year graduate standing or above, or consent of instructor.",Nutritional Science
1029,Same as ANSC 520. See ANSC 520.,Nutritional Science
1030,Same as FSHN 522. See FSHN 522.,Nutritional Science
1031,Same as ANSC 526. See ANSC 526.,Nutritional Science
1032,Basic pathophysiological changes associated with major organ system failure and appropriate nutritional support and treatment. Provides medical orientation needed for participating in medical nutritional rounds. Same as FSHN 520. 2 graduate hours. No professional credit. May be repeated in the same term up to 4 hours and separate terms up to 8 hours. Prerequisite: Upper division course in physiology and a course in clinical nutrition.,Nutritional Science
1033,"Discussions of current research, literature and careers pertaining to disciplinary specializations within the Division of Nutritional Sciences. 0 to 2 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in the same or different terms, to a maximum of 2 hours for Masters students and 4 hours for PhD students.",Nutritional Science
1034,Same as ANSC 590. See ANSC 590.,Nutritional Science
1035,"For students majoring in nutritional sciences who wish to undertake individual studies of a nonthesis nature in problems or topics not covered in other courses; may be taken under the direction of any member of the nutritional sciences faculty, with the exception of the student's own thesis adviser. 1 or 2 graduate hours. No professional credit. May be repeated within the same or different terms to a maximum of 2 hours per degree program. Prerequisite: Consent of instructor.",Nutritional Science
1036,Approved for S/U grading only. May be repeated.,Nutritional Science
1037,Laboratory and/or field studies selected in consultation with a faculty mentor. May be repeated to a maximum of 10 hours. Prerequisite: Consent of instructor.,Biology
1038,Same as ANSC 450 and MCB 442. See ANSC 450.,Biology
1039,Discussion of selected historic and current literature related to parasitology. May be repeated to a maximum of 2 hours. Prerequisite: Credit or concurrent registration in VM 607.,Biology
1040,"This course is aimed at veterinary pathology and ophthalmology residents. The course would also be open to interested UIUC medical students. The course involves examination and discussion of microscopic lesions of clinical veterinary ophthalmology cases through examination of clinical images, glass slides, and digital microscopic images. Students meet weekly concurrently with pathologists and ophthalmologists and either present current diagnostic cases, mystery cases, or lead a topic discussion related to ocular pathology. Same as VCM 542. 1 graduate hour. No professional credit. May be repeated in separate terms up to 9 hours, if topics vary. Prerequisite: Veterinary anatomic pathology residents or veterinary ophthalmology residents and interested UIUC medical students.",Biology
1041,"Instruction in diagnostic pathology for pathology majors. Instruction based on necropsy cases with emphasis on necropsy protocol; sample collection and submission; recognition, description, and interpretation of gross and microscopic lesions; and case diagnosis based on all test results. Approved for letter and S/U grading. May be repeated to a maximum of 10 hours. Prerequisite: Graduate veterinarian, graduate student with major in pathology, and consent of instructors.",Biology
1042,"Instruction in diagnostic pathology for pathology majors. Instruction based on necropsy cases with emphasis on recognition, description, and interpretation of gross and microscopic lesions; evaluation of results of other diagnostic assays; disease pathogenesis; and final case diagnosis and comments. Approved for letter and S/U grading. May be repeated to a maximum of 10 hours. Prerequisite: PATH 545 and consent of instructors.",Biology
